V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_FS,Q1_FS_Ob,Q2_FS_Ob,Q3_FS_Ob,Q4_FS_Ra,Q5_FS_Ra,Q6_FS_Ra,Q7_FS_Op,Q8_FS_Op,Q9_FS_Op,Q10_FS_IQ,Q11_FS_IQ,Q12_FS_IQ,Q13_FS_In,Q14_FS_In,Q15_FS_In,Q16_FS_Co,Q17_FS_Co,Q18_FS_Co,Intro_MS,Q1_MS_Ob,Q2_MS_Ob,Q3_MS_Ob,Q4_MS_Ra,Q5_MS_Ra,Q6_MS_Ra,Q7_MS_Op,Q8_MS_Op,Q9_MS_Op,Q10_MS_IQ,Q11_MS_IQ,Q12_MS_IQ,Q13_MS_In,Q14_MS_In,Q15_MS_In,Q16_MS_Co,Q17_MS_Co,Q18_MS_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_06PF57iWlgsNUc5,Default Response Set,,,,,0,10/31/2014 10:46,10/31/2014 10:49,1,,Female,1,1,,2,,1,5,6,4,6,6,6,6,6,6,4,5,6,6,7,6,6,6,3,,,,,,,,,,,,,,,,,,,,1,168,65,99,2,4,,,,
R_cVfRhFYgnaJhl8V,Default Response Set,,,,,0,10/31/2014 10:17,10/31/2014 10:51,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,4,3,4,5,5,5,3,3,4,5,3,3,3,3,3,1,61,32,56,1,4,,,,
R_0uhboQOlv2q5k69,Default Response Set,,,,,0,10/31/2014 8:09,10/31/2014 10:52,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,5,4,5,5,6,6,4,6,1,4,4,4,4,4,4,4,4,1,128,59,96,1,5,,,,
R_cvDzYZ7Hci6vqG9,Default Response Set,,,,,0,10/31/2014 11:03,10/31/2014 11:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,6,2,6,5,5,5,2,1,4,6,6,6,5,5,5,1,31,57,91,1,5,,,,
R_eDxHfLCtwKlzcxv,Default Response Set,,,,,0,10/31/2014 11:18,10/31/2014 11:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_410zLhmY0p6kMVn,Default Response Set,,,,,0,10/31/2014 11:19,10/31/2014 11:23,1,,Female,1,1,,2,,1,7,6,4,6,7,6,4,6,6,6,4,5,7,7,6,7,5,4,,,,,,,,,,,,,,,,,,,,1,17,65,96,2,5,,,,
R_9nVUEOKjBpakVrT,Default Response Set,,,,,0,10/31/2014 11:23,10/31/2014 11:29,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,5,6,6,7,4,6,5,6,3,4,6,2,6,4,6,3,1,163,60,90,1,4,,,,
R_afWtV0bVTCG42SF,Default Response Set,,,,,0,10/31/2014 11:33,10/31/2014 11:42,1,,Female,1,1,,1,1,1,4,4,5,7,6,7,4,6,2,6,6,6,6,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,129,55,81,2,4,,,,
R_3fynQTxIxCR45al,Default Response Set,,,,,0,10/31/2014 11:50,10/31/2014 11:55,1,,Male,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,6,5,5,6,6,5,5,6,5,5,5,6,5,5,1,60,25,52,1,4,,,,
R_3aPmE1tKoQm2hKd,Default Response Set,,,,,0,10/31/2014 11:52,10/31/2014 11:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,5,2,4,6,5,5,5,6,3,4,5,6,4,4,5,3,2,1,31,36,72,1,4,,,,
R_9TUHqBC5k77aY2p,Default Response Set,,,,,0,10/31/2014 11:55,10/31/2014 11:58,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,6,6,6,5,3,3,3,4,3,4,3,2,5,2,4,1,1,61,59,84,2,4,,,,
R_6x7HyLjIJdgth9r,Default Response Set,,,,,0,10/31/2014 11:27,10/31/2014 11:58,1,,Female,1,1,,1,1,1,5,4,5,5,5,7,5,4,6,3,5,3,6,5,6,6,6,5,,,,,,,,,,,,,,,,,,,,1,138,65,95,2,4,,,,
R_2udsshJYIaQheYd,Default Response Set,,,,,0,10/31/2014 12:09,10/31/2014 12:15,1,,Female,1,1,,1,1,1,6,6,5,6,6,6,5,6,5,6,6,6,7,6,5,5,5,5,,,,,,,,,,,,,,,,,,,,1,61,35,65,1,4,,,,
R_42Z4iF0ONF8KK5D,Default Response Set,,,,,0,10/31/2014 12:12,10/31/2014 12:18,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,2,2,6,6,6,2,6,6,6,5,5,6,6,6,2,2,2,1,61,49,76,1,4,,,,
R_eOJqKMy918ZbpQh,Default Response Set,,,,,0,10/31/2014 12:10,10/31/2014 12:23,1,,Female,1,1,,1,1,1,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,1,83,32,61,1,4,,,,
R_7P1pmUUVTdfP5WJ,Default Response Set,,,,,0,10/31/2014 12:23,10/31/2014 12:26,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,4,4,5,6,5,6,5,5,4,4,6,6,6,3,4,2,1,187,50,85,1,4,,,,
R_82kqbZlcSHXMTNX,Default Response Set,,,,,0,10/31/2014 12:21,10/31/2014 12:27,1,,Female,1,1,,1,1,1,4,3,3,6,4,6,5,6,4,4,4,4,5,3,3,5,3,2,,,,,,,,,,,,,,,,,,,,1,84,58,94,2,5,,,,
R_9AEBGZhYM9BFCYZ,Default Response Set,,,,,0,10/31/2014 12:26,10/31/2014 12:29,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,1,31,34,60,2,4,,,,
R_819jf5yp6OBMkTj,Default Response Set,,,,,0,10/31/2014 12:35,10/31/2014 12:35,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4YqQI25GaqUxdCB,Default Response Set,,,,,0,10/31/2014 12:41,10/31/2014 12:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,5,5,6,7,6,2,2,4,6,5,7,6,6,2,1,185,26,51,1,4,,,,
R_5uwLSMUSGa8VxUV,Default Response Set,,,,,0,10/31/2014 12:45,10/31/2014 12:49,1,,Female,1,1,,1,1,1,3,5,1,6,6,6,4,2,2,5,6,6,6,7,7,5,4,2,,,,,,,,,,,,,,,,,,,,1,143,42,71,1,4,,,,
R_e4jFVbKgwjyAC0d,Default Response Set,,,,,0,10/31/2014 12:47,10/31/2014 12:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,3,5,4,4,4,4,4,4,5,4,4,4,4,4,1,183,50,77,1,4,,,,
R_78UYb4bB5k43RkN,Default Response Set,,,,,0,10/31/2014 13:03,10/31/2014 13:03,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9T5XVmFP9c7rPYp,Default Response Set,,,,,0,10/31/2014 10:28,10/31/2014 13:10,1,,Female,1,1,,1,1,1,6,6,3,6,6,7,6,4,4,5,1,3,6,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,1,163,58,95,2,5,,,,
R_dmVu6qrMnSaXYax,Default Response Set,,,,,0,10/31/2014 13:18,10/31/2014 13:23,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,5,5,4,4,4,6,6,6,4,2,2,4,5,4,1,168,59,92,1,4,,,,
R_1O01hMgwRXmO8D3,Default Response Set,,,,,0,10/31/2014 13:21,10/31/2014 13:34,1,,Female,1,1,,1,1,1,6,4,4,4,6,6,5,5,5,4,5,4,6,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,86,45,74,2,5,,,,
R_1XhcsiLVbCQwRb7,Default Response Set,,,,,0,10/30/2014 22:27,10/31/2014 13:37,1,,Female,1,1,,1,1,1,5,4,5,5,6,5,3,6,6,4,4,4,4,4,4,4,6,4,,,,,,,,,,,,,,,,,,,,1,185,47,82,1,4,,,,
R_3w3gAN7VNZD40V7,Default Response Set,,,,,0,10/31/2014 13:36,10/31/2014 13:37,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1XEG9fvCP3y0PJj,Default Response Set,,,,,0,10/31/2014 13:39,10/31/2014 13:40,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_56FIkNyzt5JZhRz,Default Response Set,,,,,0,10/31/2014 10:23,10/31/2014 13:40,1,,Female,1,1,,1,1,1,4,5,3,4,5,4,3,5,5,6,4,4,5,4,2,3,3,2,,,,,,,,,,,,,,,,,,,,1,179,22,50,1,4,,,,
R_1YcyMKgc2BqAgHX,Default Response Set,,,,,0,10/31/2014 11:09,10/31/2014 13:52,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,3,4,6,6,4,3,4,2,4,3,3,3,4,5,2,1,84,48,79,1,5,,,,
R_ahjxTKIlBeHRlAN,Default Response Set,,,,,0,10/31/2014 14:18,10/31/2014 14:20,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,187,57,93,2,5,,,,
R_2t3mU9ap9euytsV,Default Response Set,,,,,0,10/31/2014 14:14,10/31/2014 14:21,1,,Female,1,1,,1,1,1,7,6,5,6,6,6,6,2,5,4,2,6,6,2,2,2,6,4,,,,,,,,,,,,,,,,,,,,1,111,50,94,1,5,,,,
R_0wg5FeGMPWrjXUN,Default Response Set,,,,,0,10/31/2014 14:21,10/31/2014 14:22,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0oW3K73GFclTuTz,Default Response Set,,,,,0,10/31/2014 8:54,10/31/2014 14:33,1,,Female,1,1,,1,1,1,6,6,5,6,6,7,6,6,7,5,5,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,1,17,65,93,1,5,,,,
R_cNLxmt9UPfQkeHz,Default Response Set,,,,,0,10/31/2014 14:24,10/31/2014 14:36,1,,Female,1,1,,1,1,1,6,6,3,5,6,5,6,6,6,5,6,5,6,4,4,5,6,5,,,,,,,,,,,,,,,,,,,,1,153,65,95,2,4,,,,
R_6V6SOmYU3aUFMfH,Default Response Set,,,,,0,10/31/2014 14:42,10/31/2014 14:44,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,3,6,6,4,4,6,5,4,5,6,6,4,5,4,4,2,1,187,52,85,1,4,,,,
R_3JbCVQHZ0w0Ka8t,Default Response Set,,,,,0,10/31/2014 14:56,10/31/2014 15:02,1,,Female,1,1,,1,1,1,6,6,4,6,6,6,7,6,6,7,4,6,6,7,6,6,4,3,,,,,,,,,,,,,,,,,,,,1,185,49,76,1,4,,,,
R_71ewLe6Y0PZ5szj,Default Response Set,,,,,0,10/31/2014 15:04,10/31/2014 15:05,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8xqddtdZOtK9hJz,Default Response Set,,,,,0,10/31/2014 15:06,10/31/2014 15:07,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3w1Gms5rSztHShT,Default Response Set,,,,,0,10/31/2014 14:58,10/31/2014 15:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,1,3,7,6,6,6,6,2,6,3,3,3,6,6,3,5,1,1,1,84,48,76,2,4,,,,
R_b1lD1cdBmrt7n2R,Default Response Set,,,,,0,10/31/2014 15:11,10/31/2014 15:13,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_agkhiPwjiGXeW5D,Default Response Set,,,,,0,10/30/2014 20:16,10/31/2014 15:15,1,,Female,1,1,,1,1,1,6,5,4,6,6,6,6,6,6,3,7,6,6,4,5,4,6,2,,,,,,,,,,,,,,,,,,,,1,187,38,67,1,4,,,,
R_d0VjiMkMDxXZUoJ,Default Response Set,,,,,0,10/31/2014 15:34,10/31/2014 15:40,1,,Female,1,1,,1,1,1,2,3,6,2,5,2,3,4,6,2,5,2,3,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,1,183,66,90,1,4,,,,
R_5cMxpUN5BxnoFCt,Default Response Set,,,,,0,10/31/2014 15:46,10/31/2014 15:48,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3a3eTkgp4vr7pZ3,Default Response Set,,,,,0,10/31/2014 15:49,10/31/2014 15:58,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,122,36,66,1,4,,,,
R_bIOyfhvzcM1DEON,Default Response Set,,,,,0,10/31/2014 16:02,10/31/2014 16:08,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,4,5,6,3,4,6,6,3,4,4,3,4,2,2,4,1,185,53,78,1,5,,,,
R_8dGt7cZSm80ZxWt,Default Response Set,,,,,0,10/31/2014 16:10,10/31/2014 16:11,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1KUcoq6G7IjBOpD,Default Response Set,,,,,0,10/30/2014 21:17,10/31/2014 16:17,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1z8eWu8w7E4Xfg1,Default Response Set,,,,,0,10/31/2014 16:18,10/31/2014 16:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_efdMqXeEeyUewip,Default Response Set,,,,,0,10/31/2014 16:20,10/31/2014 16:21,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,56,82,1,5,,,,
R_eEEwkzX7XcaHRGZ,Default Response Set,,,,,0,10/31/2014 16:33,10/31/2014 16:34,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0SvKot9TKzVEtAF,Default Response Set,,,,,0,10/31/2014 16:37,10/31/2014 16:40,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,6,4,,,,,,,,,,,,,,,,,,,,1,122,58,86,2,4,,,,
R_esaoHyUflMg4LZz,Default Response Set,,,,,0,10/31/2014 16:39,10/31/2014 16:50,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,6,6,2,5,2,2,2,2,2,2,2,5,2,2,1,7,62,92,2,4,,,,
R_ezZNb74ECClcABf,Default Response Set,,,,,0,10/31/2014 16:54,10/31/2014 16:54,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7NUNG1EMXIfKwND,Default Response Set,,,,,0,10/31/2014 16:52,10/31/2014 16:57,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,6,7,6,6,6,7,7,7,7,6,6,6,,,,,,,,,,,,,,,,,,,,1,122,59,94,2,5,,,,
R_7TFw0H0fexV1WF7,Default Response Set,,,,,0,10/30/2014 21:26,10/31/2014 17:15,1,,Female,1,1,,1,1,1,6,6,5,7,7,7,4,6,6,6,2,7,7,7,7,4,5,6,,,,,,,,,,,,,,,,,,,,1,179,58,88,1,4,,,,
R_3xfONnMWMJiEOKp,Default Response Set,,,,,0,10/31/2014 17:21,10/31/2014 17:24,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,7,4,4,6,7,6,6,2,6,4,7,3,7,3,4,3,1,185,60,87,1,4,,,,
R_6nkOQZJYLGJS0rr,Default Response Set,,,,,0,10/31/2014 17:27,10/31/2014 17:32,1,,Female,1,1,,1,1,1,6,4,4,6,6,6,5,6,6,3,6,6,6,5,5,4,5,2,,,,,,,,,,,,,,,,,,,,1,169,62,95,2,4,,,,
R_3aZZiGHRNhzjnYF,Default Response Set,,,,,0,10/31/2014 17:35,10/31/2014 17:40,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,1,163,60,89,1,5,,,,
R_5p3ysKusMJaMTVr,Default Response Set,,,,,0,10/31/2014 17:34,10/31/2014 17:41,1,,Female,1,1,,1,1,1,7,7,4,7,7,7,7,7,7,4,2,7,7,4,4,7,7,7,,,,,,,,,,,,,,,,,,,,1,111,54,84,1,4,,,,
R_5AUrsp1PuewfyRv,Default Response Set,,,,,0,10/31/2014 17:41,10/31/2014 17:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,6,3,6,6,6,2,2,2,4,4,6,4,6,4,1,1,1,61,58,90,2,4,,,,
R_432g8BUiv0LKlE1,Default Response Set,,,,,0,10/31/2014 18:42,10/31/2014 18:42,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rYeu50k67EyHv7,Default Response Set,,,,,0,10/31/2014 18:40,10/31/2014 18:44,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,6,5,5,5,5,6,5,5,3,5,2,3,2,1,138,38,70,1,4,,,,
R_0ieKkfjKyKbNEEd,Default Response Set,,,,,0,10/31/2014 18:45,10/31/2014 18:47,1,,Female,1,1,,2,,1,5,4,3,5,3,3,2,5,4,5,2,5,5,3,6,3,3,3,,,,,,,,,,,,,,,,,,,,1,185,57,96,1,4,,,,
R_9tYsvX9nTzmxQOx,Default Response Set,,,,,0,10/31/2014 18:59,10/31/2014 19:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,6,6,,,,,,6,,,,6,,,6,,1,80,56,85,1,4,,,,
R_bwL8diJpiRBWiWh,Default Response Set,,,,,0,10/31/2014 19:12,10/31/2014 19:21,1,,Female,1,1,,1,1,1,7,6,2,7,7,7,6,7,6,2,4,6,6,6,6,6,4,1,,,,,,,,,,,,,,,,,,,,1,185,43,68,1,4,,,,
R_b9PQnvWEnUTnyhD,Default Response Set,,,,,0,10/31/2014 19:27,10/31/2014 19:39,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,2,4,3,3,3,2,2,3,5,4,4,3,3,2,2,2,1,24,46,79,1,4,,,,
R_eFHKEdiMemcBYB7,Default Response Set,,,,,0,10/31/2014 20:07,10/31/2014 20:08,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5AUtVBXf9jnfR8F,Default Response Set,,,,,0,10/31/2014 20:17,10/31/2014 20:56,1,,Female,1,1,,1,1,1,6,5,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,5,,,,,,,,,,,,,,,,,,,,1,179,54,91,2,4,,,,
R_50ynWgpUUUouPAN,Default Response Set,,,,,0,10/31/2014 21:29,10/31/2014 21:34,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,3,4,3,5,4,5,5,3,5,3,5,4,4,4,5,3,1,143,65,93,1,4,,,,
R_8zYXgsiAj2nS245,Default Response Set,,,,,0,10/31/2014 21:29,10/31/2014 21:34,1,,Female,1,1,,1,1,1,5,6,5,5,6,6,6,6,6,4,5,5,7,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,1,31,39,67,1,5,,,,
R_eyyFHU8oW6HyfYx,Default Response Set,,,,,0,10/31/2014 21:22,10/31/2014 21:37,1,,Female,1,1,,2,,1,5,4,6,5,2,6,5,4,6,5,5,5,6,5,4,5,2,3,,,,,,,,,,,,,,,,,,,,1,179,69,101,1,4,,,,
R_0J1YuCR72fAO3CR,Default Response Set,,,,,0,10/31/2014 22:10,10/31/2014 22:12,1,,Female,1,1,,1,1,1,4,4,4,4,6,6,4,6,5,6,6,5,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,61,67,95,1,5,,,,
R_9moIIQ8ZAYr1pWJ,Default Response Set,,,,,0,10/31/2014 22:40,10/31/2014 22:47,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,4,5,4,4,5,5,3,4,5,4,4,3,5,4,1,128,60,96,2,5,,,,
R_54sQzxu7suIZ1Yx,Default Response Set,,,,,0,10/31/2014 23:55,11/1/2014 0:11,1,,Female,1,1,,1,1,1,7,4,4,4,7,7,4,4,4,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,31,63,93,1,5,,,,
R_01g5rxC6POvnMbz,Default Response Set,,,,,0,11/1/2014 0:16,11/1/2014 0:18,1,,,1,2,"I am Roberto Cominetti, not Cristobal Guzman. / Please  revise the methodology of your study. / ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7adzQnVGMbBWgER,Default Response Set,,,,,0,11/1/2014 1:54,11/1/2014 1:58,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,6,6,5,4,6,2,3,4,6,3,3,2,2,1,1,187,32,68,2,4,,,,
R_8xcY240gRp3yFGR,Default Response Set,,,,,0,11/1/2014 2:35,11/1/2014 2:43,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,61,35,71,1,4,,,,
R_6ywheXcXRUcISyh,Default Response Set,,,,,0,11/1/2014 1:54,11/1/2014 2:56,1,,Female,1,1,,1,1,1,3,4,2,6,3,5,6,4,4,6,6,6,2,4,3,2,2,2,,,,,,,,,,,,,,,,,,,,1,36,62,91,1,4,,,,
R_8e8iJBVKbENQhs9,Default Response Set,,,,,0,11/1/2014 3:06,11/1/2014 3:11,1,,Female,1,1,,1,1,1,5,6,5,6,6,6,6,6,7,6,5,7,6,6,5,5,6,6,,,,,,,,,,,,,,,,,,,,1,78,62,90,1,5,,,,
R_3Xhd3FMi0X7ulIF,Default Response Set,,,,,0,11/1/2014 3:13,11/1/2014 3:19,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,7,6,5,7,6,6,6,7,7,2,5,6,7,1,7,7,7,3,1,65,48,96,1,4,,,,
R_9ZuvlP9Lwg6UdVz,Default Response Set,,,,,0,11/1/2014 3:54,11/1/2014 4:00,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,6,6,5,5,6,5,6,6,5,6,6,5,4,1,1,187,65,94,1,5,,,,
R_cLRzq5BHGi7jXA9,Default Response Set,,,,,0,11/1/2014 6:19,11/1/2014 6:24,1,,Female,1,1,,1,1,1,2,3,1,1,2,1,3,2,2,3,4,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,1,78,35,60,1,4,,,,
R_9smywC1UJ3fA5qR,Default Response Set,,,,,0,11/1/2014 6:53,11/1/2014 7:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,2,3,6,6,5,5,4,7,2,4,6,6,2,5,5,5,1,187,42,71,1,5,,,,
R_0PSsI36hDIRzyw5,Default Response Set,,,,,0,11/1/2014 7:20,11/1/2014 7:25,1,,Female,1,1,,1,1,1,5,6,4,4,6,6,6,6,6,6,4,4,6,6,6,5,5,4,,,,,,,,,,,,,,,,,,,,1,78,62,94,1,4,,,,
R_d3RCztBVpp7UGX3,Default Response Set,,,,,0,11/1/2014 7:27,11/1/2014 7:37,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,4,4,5,5,4,5,5,7,3,6,4,5,2,4,5,1,36,39,84,2,4,,,,
R_doiex62KkDhLAkB,Default Response Set,,,,,0,11/1/2014 8:23,11/1/2014 8:43,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,185,62,92,2,5,,,,
R_bDhOo61WiemqSBD,Default Response Set,,,,,0,11/1/2014 9:24,11/1/2014 9:25,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1HRF5VdloaqCrhb,Default Response Set,,,,,0,11/1/2014 9:50,11/1/2014 9:56,1,,Female,1,1,,1,1,1,6,4,5,5,6,4,5,6,5,3,3,4,6,5,3,3,4,3,,,,,,,,,,,,,,,,,,,,1,122,28,66,1,4,,,,
R_ei0eIGITM1kQvMF,Default Response Set,,,,,0,11/1/2014 9:59,11/1/2014 10:04,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,185,65,93,1,4,,,,
R_9QCgjXTEW4NHYYl,Default Response Set,,,,,0,11/1/2014 14:18,11/1/2014 14:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,7,4,7,7,7,7,6,6,1,4,4,7,3,6,3,3,3,1,42,66,94,1,5,,,,
R_72sEtaLn8wv3uXH,Default Response Set,,,,,0,11/1/2014 17:14,11/1/2014 17:18,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,84,58,87,2,4,,,,
R_74ln3s0g1dwJkIl,Default Response Set,,,,,0,11/1/2014 17:50,11/1/2014 18:06,1,,Female,1,1,,1,1,1,3,5,3,5,3,5,7,3,3,3,5,3,6,4,4,3,6,1,,,,,,,,,,,,,,,,,,,,1,80,65,93,1,5,,,,
R_6S5RJE4GfuVUUvj,Default Response Set,,,,,0,11/1/2014 18:10,11/1/2014 18:10,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_56zsIXy8H6Acxoh,Default Response Set,,,,,0,11/1/2014 20:09,11/1/2014 20:18,1,,Female,1,1,,1,1,1,5,6,5,5,5,5,5,4,3,5,6,3,5,5,4,5,6,5,,,,,,,,,,,,,,,,,,,,1,7,57,92,2,4,,,,
R_8tTjhpgIFK1sE3X,Default Response Set,,,,,0,11/1/2014 20:31,11/1/2014 20:36,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,6,6,6,5,5,5,3,4,5,5,4,2,3,3,1,123,46,77,2,4,,,,
R_005ZmdaV1cxF4d7,Default Response Set,,,,,0,11/1/2014 20:47,11/1/2014 20:49,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,,,3,,5,,,,5,,7,5,6,7,,2,2,1,1,,,,,,,,
R_5BazPWKjbLZDMvb,Default Response Set,,,,,0,11/2/2014 1:50,11/2/2014 2:01,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,6,6,5,6,6,3,5,5,6,6,6,6,5,2,1,36,53,82,1,4,,,,
