"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","Check_phd_research","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"2250","10/31/2014 8:11","10/31/2014 8:14","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,5,6,6,6,5,5,5,5,5,5,6,5,5,5,5,4,"84","43","68","1","4",NA,"PhD Students"
"2252","10/31/2014 8:11","10/31/2014 8:15","1",NA,"Established","1","1",NA,"1","1",NA,4,3,4,6,7,5,6,6,6,2,7,4,6,4,6,2,1,1,"100","38","69","1","5",NA,"Established Scientists"
"2255","10/31/2014 8:15","10/31/2014 8:20","1",NA,"Early","1","1",NA,"2",NA,"1",4,6,3,5,5,5,2,5,5,3,2,2,6,6,7,3,4,4,"163","63","98","1","5",NA,"Early-career Scientists"
"2256","10/31/2014 8:17","10/31/2014 8:21","1",NA,"PhD","1","1",NA,"1","1",NA,2,4,3,6,7,6,3,6,4,5,3,5,5,2,2,2,6,5,"163","62","90","2","4",NA,"PhD Students"
"2257","10/31/2014 8:17","10/31/2014 8:22","1",NA,"Established","1","1",NA,"1","1",NA,6,5,6,6,6,6,5,6,6,2,4,6,7,6,7,6,5,2,"65","54","82","2","5",NA,"Established Scientists"
"2258","10/31/2014 8:21","10/31/2014 8:23","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,3,6,6,6,6,6,4,5,5,5,4,6,4,4,3,"42","53","91","1","4",NA,"PhD Students"
"2259","10/31/2014 8:19","10/31/2014 8:24","1",NA,"Established","1","1",NA,"2",NA,"1",3,2,3,5,5,5,4,6,6,1,1,5,6,7,1,5,3,1,"17","68","96","1","4",NA,"Established Scientists"
"2260","10/31/2014 8:09","10/31/2014 8:27","1",NA,"PhD","1","1",NA,"1","6",NA,4,6,5,4,6,6,5,5,5,5,4,4,6,6,6,6,6,3,"76","65","93","1","5",NA,"PhD Students"
"2262","10/31/2014 8:21","10/31/2014 8:30","1",NA,"PhD","1","1",NA,"2",NA,"1",4,4,3,4,4,4,5,5,4,2,2,2,4,3,7,6,3,4,"10","70","97","2","4",NA,"PhD Students"
"2263","10/31/2014 8:27","10/31/2014 8:31","1",NA,"Early","1","1",NA,"1","1",NA,6,6,3,6,6,6,7,6,6,2,5,5,7,7,7,6,5,3,"122","62","90","2","4",NA,"Early-career Scientists"
"2264","10/31/2014 8:27","10/31/2014 8:31","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,4,6,6,6,5,6,6,1,5,5,6,6,6,7,7,2,"65","60","94","2","5",NA,"PhD Students"
"2266","10/31/2014 8:24","10/31/2014 8:33","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,6,6,6,4,5,5,5,5,4,6,6,6,5,3,4,"163","45","78","2","4",NA,"Early-career Scientists"
"2267","10/31/2014 8:29","10/31/2014 8:33","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,2,3,5,3,3,5,5,5,2,5,5,5,5,6,2,2,"122","44","72","1","5",NA,"PhD Students"
"2268","10/31/2014 8:23","10/31/2014 8:33","1",NA,"Established","1","1",NA,"1","6",NA,6,6,5,6,6,7,4,6,6,4,4,5,6,7,7,7,7,2,"22","58","89","2","5",NA,"Established Scientists"
"2270","10/31/2014 8:06","10/31/2014 8:35","1",NA,"Established","1","1",NA,"1","1",NA,3,3,3,3,4,3,3,3,3,1,2,1,3,3,3,1,3,1,"42","59","92","1","5",NA,"Established Scientists"
"2272","10/31/2014 8:34","10/31/2014 8:37","1",NA,"Early","1","1",NA,"1","1",NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"65","44","82","1","5",NA,"Early-career Scientists"
"2273","10/31/2014 6:49","10/31/2014 8:38","1",NA,"Established","1","1",NA,"1","1",NA,7,2,2,6,6,7,2,7,2,2,2,3,7,1,1,7,2,2,"36","62","93","2","4",NA,"Established Scientists"
"2274","10/31/2014 8:36","10/31/2014 8:40","1",NA,"Established","1","1",NA,"1","1",NA,5,6,3,5,5,6,1,5,6,4,5,6,6,5,6,4,6,2,"161","34","64","1","4",NA,"Established Scientists"
"2275","10/31/2014 8:39","10/31/2014 8:43","1",NA,"Early","1","1",NA,"1","1",NA,5,5,6,5,5,6,5,6,5,3,6,6,5,4,4,6,6,3,"137","63","93","2","5",NA,"Early-career Scientists"
"2276","10/31/2014 8:39","10/31/2014 8:44","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,2,7,6,6,6,1,6,2,5,6,6,5,7,5,5,1,"84","50","77","1","4",NA,"PhD Students"
"2277","10/31/2014 8:42","10/31/2014 8:44","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,7,6,6,6,7,6,5,6,6,7,7,7,7,7,6,"17","50","81","1","4",NA,"PhD Students"
"2278","10/31/2014 8:29","10/31/2014 8:45","1",NA,"Early","1","1",NA,"1","1",NA,5,5,2,5,4,5,5,5,3,2,7,4,4,4,3,4,3,3,"163","49","81","1","5",NA,"Early-career Scientists"
"2279","10/31/2014 8:36","10/31/2014 8:46","1",NA,"Established","1","1",NA,"1","1",NA,2,3,2,3,2,3,2,3,3,2,4,4,4,3,3,3,5,2,"45","38","84","1","4",NA,"Established Scientists"
"2281","10/31/2014 8:43","10/31/2014 8:47","1",NA,"Early","1","1",NA,"1","1",NA,6,5,5,5,6,6,5,6,6,4,5,5,6,6,6,5,5,4,"84","48","76","2","4",NA,"Early-career Scientists"
"2282","10/31/2014 8:43","10/31/2014 8:49","1",NA,"Established","1","1",NA,"1","1",NA,5,6,4,5,7,5,5,5,6,2,2,4,5,5,5,3,4,4,"45","50","78","1","4",NA,"Established Scientists"
"2283","10/31/2014 8:42","10/31/2014 8:50","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,5,6,6,5,NA,6,6,5,5,5,6,6,6,6,6,6,"17","65","92","1","5",NA,"PhD Students"
"2284","10/31/2014 8:47","10/31/2014 8:51","1",NA,"PhD","1","1",NA,"2",NA,"1",NA,NA,NA,NA,6,NA,NA,5,6,NA,3,3,NA,7,NA,NA,NA,NA,"65","66",NA,"2","5",NA,"PhD Students"
"2286","10/31/2014 8:52","10/31/2014 8:55","1",NA,"PhD","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"153","46","87","1","4",NA,"PhD Students"
"2287","10/31/2014 8:50","10/31/2014 8:55","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,6,6,6,5,3,5,4,1,2,6,6,4,3,2,1,"84","66","94","1","5",NA,"Established Scientists"
"2288","10/31/2014 8:42","10/31/2014 8:55","1",NA,"Early","1","1",NA,"1","1",NA,5,6,2,5,5,5,4,4,5,4,2,4,6,2,6,4,3,2,"122","53","84","2","5",NA,"Early-career Scientists"
"2289","10/31/2014 8:52","10/31/2014 8:56","1",NA,"Early","1","1",NA,"2",NA,"1",5,5,6,5,5,5,6,6,6,5,5,6,6,7,7,6,6,3,"122","68","98","2","4",NA,"Early-career Scientists"
"2290","10/31/2014 8:37","10/31/2014 8:56","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,6,5,6,5,6,6,5,4,3,6,7,7,6,7,6,"130","56","87","1","4",NA,"PhD Students"
"2291","10/31/2014 8:52","10/31/2014 8:56","1",NA,"Established","1","1",NA,"1","1",NA,2,2,2,5,2,5,3,5,2,1,1,1,3,2,2,2,3,2,"168","63","93","1","4",NA,"Established Scientists"
"2292","10/31/2014 5:04","10/31/2014 8:56","1",NA,"Established","1","1",NA,"1","1",NA,1,2,1,5,3,5,5,3,2,2,3,3,5,2,5,3,1,1,"84","43","72","2","4",NA,"Established Scientists"
"2293","10/31/2014 8:48","10/31/2014 8:57","1",NA,"Early","1","1",NA,"1","1",NA,3,2,4,2,3,4,5,4,5,4,4,4,4,4,6,3,6,2,"86","48","79","2","4",NA,"Early-career Scientists"
"2294","10/31/2014 8:55","10/31/2014 8:58","1",NA,"Early","1","1",NA,"1","1",NA,5,5,6,6,2,6,6,6,3,1,1,4,6,5,6,7,7,1,"168","65","94","1","5",NA,"Early-career Scientists"
"2295","10/31/2014 8:55","10/31/2014 8:59","1",NA,"Early","1","1",NA,"1","1",NA,6,3,4,6,6,5,5,4,5,4,4,5,6,5,5,5,4,2,"65","59","90","1","5",NA,"Early-career Scientists"
"2296","10/31/2014 8:53","10/31/2014 8:59","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,2,4,5,5,4,5,5,3,2,2,4,3,5,4,4,3,"84","39","80","1","5",NA,"PhD Students"
"2297","10/31/2014 8:51","10/31/2014 8:59","1",NA,"PhD","1","1",NA,"1","1",NA,3,6,3,6,5,6,5,5,6,4,4,4,6,6,6,3,6,2,"60","40","71","1","5",NA,"PhD Students"
"2298","10/31/2014 8:55","10/31/2014 9:00","1",NA,"PhD","1","1",NA,"1","1",NA,3,5,2,6,6,6,4,5,5,5,4,3,6,4,3,3,4,2,"163","45","81","2","4",NA,"PhD Students"
"2299","10/31/2014 8:54","10/31/2014 9:00","1",NA,"Established","1","1",NA,"2",NA,"1",2,3,4,6,6,6,6,6,3,2,3,3,7,6,7,6,6,2,"36","68","96","2","5",NA,"Established Scientists"
"2301","10/31/2014 8:55","10/31/2014 9:01","1",NA,"Established","1","1",NA,"1","1",NA,6,6,3,6,6,6,5,6,6,5,5,5,6,6,6,6,5,4,"87","51","79","1","4",NA,"Established Scientists"
"2302","10/31/2014 8:56","10/31/2014 9:01","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,2,2,2,6,3,2,5,1,2,2,6,7,5,5,6,2,"65","32","71","1","4",NA,"PhD Students"
"2303","10/31/2014 8:53","10/31/2014 9:01","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,6,7,6,6,5,5,5,4,6,7,6,3,4,5,"86","30","70","1","4",NA,"Established Scientists"
"2304","10/31/2014 8:58","10/31/2014 9:02","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,4,4,5,5,4,5,5,4,3,5,7,7,7,6,5,3,"45","54","82","1","4",NA,"PhD Students"
"2305","10/31/2014 8:58","10/31/2014 9:04","1",NA,"Early","1","1",NA,"2",NA,"1",6,3,2,1,2,5,6,4,6,3,5,5,6,4,7,3,7,2,"185","44","97","1","5",NA,"Early-career Scientists"
"2306","10/31/2014 8:57","10/31/2014 9:04","1",NA,"Established","1","1",NA,"1","6",NA,4,5,3,4,6,4,6,4,4,1,2,3,7,6,7,4,5,4,"122","57","86","1","5",NA,"Established Scientists"
"2307","10/31/2014 8:59","10/31/2014 9:04","1",NA,"Established","1","1",NA,"2",NA,"1",4,2,2,3,2,6,4,3,3,2,2,1,5,5,2,2,4,2,"185","68","96","1","5",NA,"Established Scientists"
"2308","10/31/2014 8:59","10/31/2014 9:04","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,"26","56","83","2","4",NA,"Early-career Scientists"
"2309","10/31/2014 9:01","10/31/2014 9:06","1",NA,"PhD","1","1",NA,"1","1",NA,4,4,2,5,3,5,4,5,5,2,2,4,5,4,2,4,2,2,"84","43","73","2","4",NA,"PhD Students"
"2310","10/31/2014 9:01","10/31/2014 9:07","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,5,7,7,6,6,7,5,5,3,7,6,7,5,6,6,"179","59","95","1","4",NA,"Established Scientists"
"2311","10/31/2014 9:04","10/31/2014 9:08","1",NA,"Early","1","1",NA,"1","1",NA,4,7,3,6,6,6,4,6,6,2,6,3,6,6,6,4,6,2,"185","54","86","1","4",NA,"Early-career Scientists"
"2312","10/31/2014 8:59","10/31/2014 9:08","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,2,7,6,6,6,6,7,3,5,5,6,6,7,6,5,3,"17","56","85","1","5",NA,"PhD Students"
"2313","10/31/2014 9:04","10/31/2014 9:09","1",NA,"Early","1","1",NA,"1","1",NA,6,6,5,6,6,6,6,6,6,4,6,6,6,6,6,6,6,2,"122","40","70","1","4",NA,"Early-career Scientists"
"2314","10/31/2014 9:04","10/31/2014 9:09","1",NA,"Established","1","1",NA,"1","1",NA,3,4,3,3,6,5,5,5,5,4,5,5,5,5,5,2,3,2,"61","43","81","1","4",NA,"Established Scientists"
"2315","10/31/2014 9:03","10/31/2014 9:11","1",NA,"PhD","1","1",NA,"1","1",NA,2,2,3,1,3,3,6,1,4,5,1,2,3,2,3,5,6,7,"163","62","89","1","5",NA,"PhD Students"
"2316","10/31/2014 9:02","10/31/2014 9:12","1",NA,"Early","1","1",NA,"1","1",NA,4,4,5,4,5,5,4,5,5,5,3,4,5,4,4,4,5,3,"122","53","92","1","4",NA,"Early-career Scientists"
"2317","10/31/2014 9:07","10/31/2014 9:12","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,3,5,4,5,4,4,4,2,3,3,6,4,7,4,5,2,"61","61","88","1",NA,NA,"PhD Students"
"2319","10/31/2014 9:07","10/31/2014 9:16","1",NA,"Early","1","1",NA,"1","1",NA,3,2,6,6,6,4,6,2,5,5,6,6,3,1,4,3,4,1,"65","51","80","1","4",NA,"Early-career Scientists"
"2320","10/31/2014 9:12","10/31/2014 9:16","1",NA,"Established","1","1",NA,"1","1",NA,6,5,4,5,6,6,6,6,5,5,6,4,6,7,7,6,5,2,"84","61","89","1","4",NA,"Established Scientists"
"2321","10/31/2014 9:13","10/31/2014 9:17","1",NA,"Established","1","1",NA,"1","1",NA,5,6,6,6,6,6,6,6,6,4,5,6,6,7,7,6,6,6,"84","53","84","1","4",NA,"Established Scientists"
"2322","10/31/2014 9:13","10/31/2014 9:17","1",NA,"Established","1","1",NA,"1","1",NA,3,5,3,5,5,6,3,5,6,1,6,5,5,5,5,3,5,1,"84","59","88","1","4",NA,"Established Scientists"
"2323","10/31/2014 9:14","10/31/2014 9:17","1",NA,"Established","1","1",NA,"2",NA,"1",5,4,2,7,5,6,3,7,5,1,4,1,6,6,5,3,4,2,"168","60","96","2","5",NA,"Established Scientists"
"2324","10/31/2014 9:12","10/31/2014 9:18","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,2,4,5,5,5,5,6,4,5,4,5,6,6,4,4,2,"143","30","59","1","4",NA,"PhD Students"
"2325","10/31/2014 9:13","10/31/2014 9:18","1",NA,"Early","1","1",NA,"1","1",NA,2,3,2,5,5,3,2,4,6,1,1,3,6,6,6,6,2,2,"65","55","84","1","4",NA,"Early-career Scientists"
"2326","10/31/2014 9:15","10/31/2014 9:18","1",NA,"Established","1","1",NA,"1","1",NA,5,7,6,7,7,6,6,7,6,3,3,3,7,7,7,7,7,6,"61","39","92","2","5",NA,"Established Scientists"
"2327","10/31/2014 9:15","10/31/2014 9:18","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,5,6,4,5,4,3,2,3,3,4,4,3,4,4,5,"61","57","83","2","4",NA,"PhD Students"
"2328","10/31/2014 9:08","10/31/2014 9:18","1",NA,"Early","1","1",NA,"1","1",NA,4,4,4,5,5,5,4,4,5,3,5,5,4,5,4,5,5,2,"137","57","89","1","4",NA,"Early-career Scientists"
"2329","10/31/2014 9:07","10/31/2014 9:18","1",NA,"Established","1","1",NA,"1","1",NA,6,6,3,6,6,7,2,6,7,1,2,5,7,6,7,3,5,2,"122","61","88","1","5",NA,"Established Scientists"
"2330","10/31/2014 9:03","10/31/2014 9:19","1",NA,"PhD","1","1",NA,"2",NA,"1",6,7,2,6,6,6,5,6,5,3,2,2,7,7,7,6,7,4,"137","66","96","2","4",NA,"PhD Students"
"2331","10/31/2014 9:15","10/31/2014 9:19","1",NA,"PhD","1","1",NA,"2",NA,"1",7,7,6,7,6,7,4,6,6,1,7,7,7,7,7,6,6,2,"122","68","96","2","4",NA,"PhD Students"
"2332","10/31/2014 9:16","10/31/2014 9:22","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,6,6,5,5,5,3,5,5,6,4,6,5,5,3,"61","54","81","1","4",NA,"Established Scientists"
"2333","10/31/2014 9:11","10/31/2014 9:22","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,7,5,6,6,7,6,6,5,6,5,6,6,6,6,6,3,"163","31","56","1","4",NA,"PhD Students"
"2334","10/31/2014 9:12","10/31/2014 9:24","1",NA,"Early","1","1",NA,"1","1",NA,5,6,4,5,5,6,6,6,6,3,4,6,7,7,7,6,6,6,"61","65","91","1","5",NA,"Early-career Scientists"
"2335","10/31/2014 9:19","10/31/2014 9:24","1",NA,"PhD","1","1",NA,"1","1",NA,2,5,2,5,3,5,5,5,3,3,3,3,3,2,5,3,3,2,"168","28","55","2","4",NA,"PhD Students"
"2336","10/31/2014 9:19","10/31/2014 9:25","1",NA,"Early","1","1",NA,"1","1",NA,6,3,2,4,4,5,3,4,3,2,2,5,3,3,4,5,2,2,"137","62","92","2","4",NA,"Early-career Scientists"
"2337","10/31/2014 9:12","10/31/2014 9:25","1",NA,"Early","1","1",NA,"1","1",NA,6,6,2,6,6,6,2,2,2,2,6,6,6,6,4,6,6,2,"65","57","87","2","5",NA,"Early-career Scientists"
"2338","10/31/2014 9:22","10/31/2014 9:26","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,2,6,6,7,5,6,6,5,5,5,6,6,7,4,4,2,"169","60","90","2","5",NA,"PhD Students"
"2339","10/31/2014 9:15","10/31/2014 9:26","1",NA,"Early","1","1",NA,"1","1",NA,3,4,1,2,3,4,3,4,5,2,2,2,3,2,2,1,1,1,"163","40","69","2","4",NA,"Early-career Scientists"
"2340","10/31/2014 9:19","10/31/2014 9:26","1",NA,"PhD","1","1",NA,"2",NA,"1",6,5,3,6,3,6,4,6,5,4,5,4,6,6,6,5,3,4,"168","66",NA,"1","4",NA,"PhD Students"
"2341","10/31/2014 9:19","10/31/2014 9:27","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,5,5,5,4,6,4,4,6,7,7,6,6,7,6,"84","41","71","2","4",NA,"Established Scientists"
"2342","10/31/2014 9:24","10/31/2014 9:28","1",NA,"Established","1","1",NA,"1","1",NA,6,6,3,6,6,6,6,7,7,3,3,3,6,6,7,4,6,3,"36","49","82","1","4",NA,"Established Scientists"
"2343","10/31/2014 9:22","10/31/2014 9:29","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,6,6,6,1,1,6,6,1,3,2,6,2,3,4,4,3,"36","65","92","1","4",NA,"PhD Students"
"2345","10/31/2014 9:10","10/31/2014 9:31","1",NA,"Established","1","1",NA,"1","1",NA,5,3,3,6,7,6,6,5,5,2,2,2,5,3,3,2,3,1,"10","54","90","1","5",NA,"Established Scientists"
"2346","10/31/2014 9:20","10/31/2014 9:31","1",NA,"Early","1","1",NA,"2",NA,NA,5,3,5,5,5,5,3,3,5,3,5,4,5,5,3,5,3,2,"48","58","96","2","4",NA,"Early-career Scientists"
"2347","10/31/2014 9:27","10/31/2014 9:32","1",NA,"Established","1","1",NA,"1","1",NA,4,6,4,6,7,7,7,5,5,1,1,2,7,6,7,6,2,2,"84","50","80","2","4",NA,"Established Scientists"
"2348","10/30/2014 21:10","10/31/2014 9:32","1",NA,"Early","1","1",NA,"1","1",NA,5,5,4,5,6,6,6,4,7,5,6,5,4,4,4,4,4,3,"84","49","88","2","4",NA,"Early-career Scientists"
"2350","10/31/2014 9:30","10/31/2014 9:33","1",NA,"PhD","1","1",NA,"2",NA,"1",3,2,1,5,5,6,5,3,6,5,7,6,6,7,7,6,6,2,"122","66","98","1","5",NA,"PhD Students"
"2351","10/31/2014 9:32","10/31/2014 9:35","1",NA,"Established","1","1",NA,"1","1",NA,4,5,3,6,6,6,6,5,5,5,5,5,6,6,6,6,5,3,"122","52","84","1","4",NA,"Established Scientists"
"2352","10/31/2014 9:21","10/31/2014 9:36","1",NA,"Established","1","1",NA,"2",NA,"1",6,6,6,6,6,6,2,6,2,2,2,2,7,6,7,2,3,2,"36","71","96","2","5",NA,"Established Scientists"
"2353","10/31/2014 9:04","10/31/2014 9:37","1",NA,"Established","1","1",NA,"1","1",NA,2,4,2,5,3,5,3,5,5,6,5,5,4,4,6,4,6,2,"86","51","79","1","4",NA,"Established Scientists"
"2355","10/31/2014 9:35","10/31/2014 9:38","1",NA,"Established","1","1",NA,"1","1",NA,7,7,3,7,7,7,7,7,7,2,6,5,7,7,7,7,7,5,"185","43","71","1","4",NA,"Established Scientists"
"2356","10/31/2014 9:33","10/31/2014 9:39","1",NA,"Early","1","1",NA,"1","1",NA,2,3,2,4,3,3,4,5,3,2,2,2,5,2,2,3,5,2,"169","37","84","2","4",NA,"Early-career Scientists"
"2357","10/31/2014 9:33","10/31/2014 9:39","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,2,6,6,5,2,6,7,4,6,4,7,4,4,1,7,1,"169","31","61","1","5",NA,"PhD Students"
"2358","10/31/2014 9:36","10/31/2014 9:39","1",NA,"Early","1","1",NA,"1","1",NA,5,6,2,2,1,2,3,5,5,1,4,3,6,6,6,5,5,2,"185","35","81","1","5",NA,"Early-career Scientists"
"2359","10/31/2014 9:29","10/31/2014 9:41","1",NA,"Early","1","1",NA,"1","1",NA,4,3,1,4,4,4,4,3,4,1,2,4,4,4,3,1,3,2,"163","61","90","1","5",NA,"Early-career Scientists"
"2360","10/31/2014 7:54","10/31/2014 9:42","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,6,6,6,4,5,3,6,3,5,5,4,6,5,5,3,"60","50","85","1","4",NA,"Established Scientists"
"2361","10/31/2014 9:37","10/31/2014 9:42","1",NA,"PhD","1","1",NA,"1","1",NA,6,2,3,3,3,3,2,6,6,1,2,2,6,6,6,5,6,1,"84","47","80","1","4",NA,"PhD Students"
"2362","10/31/2014 9:39","10/31/2014 9:43","1",NA,"Established","1","1",NA,"2",NA,"1",6,4,5,7,6,7,6,5,5,2,6,6,6,5,4,2,7,4,"61","69","96","1","5",NA,"Established Scientists"
"2363","10/31/2014 9:37","10/31/2014 9:44","1",NA,"Early","1","1",NA,"1","1",NA,3,4,3,5,6,4,3,4,5,5,5,3,5,4,3,3,3,2,"84","54","84","2","4",NA,"Early-career Scientists"
"2364","10/31/2014 9:35","10/31/2014 9:46","1",NA,"PhD","1","1",NA,"1","2",NA,6,6,4,5,6,6,4,6,6,5,4,4,5,4,4,4,4,3,"17","29","58","1","5",NA,"PhD Students"
"2365","10/31/2014 9:43","10/31/2014 9:46","1",NA,"PhD","1","1",NA,"1","1",NA,3,6,4,6,5,6,6,6,6,2,1,2,5,3,5,5,7,5,"185","62","89","1","5",NA,"PhD Students"
"2367","10/31/2014 9:42","10/31/2014 9:47","1",NA,"Early","1","1",NA,"1","1",NA,4,4,4,4,4,4,4,4,6,2,4,4,4,4,4,4,4,4,"65","58","93","1","5",NA,"Early-career Scientists"
"2369","10/31/2014 9:10","10/31/2014 9:48","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,3,7,6,6,5,6,6,5,4,4,6,6,6,4,4,3,"17","50","94","1","5",NA,"PhD Students"
"2370","10/31/2014 9:45","10/31/2014 9:49","1",NA,"Established","1","1",NA,"1","1",NA,5,4,6,5,2,4,2,2,2,1,1,3,4,3,6,1,1,2,"185","68","94","1","4",NA,"Established Scientists"
"2371","10/31/2014 9:36","10/31/2014 9:50","1",NA,"Established","1","1",NA,"1","1",NA,5,6,2,5,5,5,6,6,5,6,2,2,6,5,5,2,5,2,"78","50","93","1","5",NA,"Established Scientists"
"2372","10/31/2014 9:42","10/31/2014 9:50","1",NA,"Established","1","1",NA,"2",NA,"1",6,3,5,6,6,7,4,6,2,4,3,6,4,7,5,3,5,1,"179","68","99","1","4",NA,"Established Scientists"
"2373","10/31/2014 9:36","10/31/2014 9:51","1",NA,"Established","1","1",NA,"1","1",NA,6,6,3,6,6,6,6,6,4,6,6,4,6,6,7,6,6,5,"8","37","67","1","4",NA,"Established Scientists"
"2374","10/31/2014 9:43","10/31/2014 9:53","1",NA,"PhD","1","1",NA,"2",NA,"1",5,NA,4,5,6,6,NA,7,6,4,3,4,7,7,7,7,6,4,"48","53","96","2","5",NA,"PhD Students"
"2375","10/31/2014 9:51","10/31/2014 9:54","1",NA,"Established","1","1",NA,"1","1",NA,5,3,3,6,6,5,2,5,5,1,4,3,6,5,5,5,4,2,"65","66","95","1","5",NA,"Established Scientists"
"2376","10/31/2014 9:52","10/31/2014 9:56","1",NA,"PhD","1","1",NA,"1","1",NA,3,6,5,5,5,5,5,5,5,2,4,4,6,6,6,6,3,2,"61","54","91","1","4",NA,"PhD Students"
"2378","10/31/2014 9:47","10/31/2014 9:56","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,3,2,3,5,5,5,5,4,7,3,3,3,3,5,4,2,"84","60","90","2","5",NA,"PhD Students"
"2379","10/31/2014 7:52","10/31/2014 9:56","1",NA,"Early","1","1",NA,"1","1",NA,6,5,3,5,6,6,5,6,7,5,4,4,5,7,7,6,7,3,"65","64","95","2","4",NA,"Early-career Scientists"
"2380","10/31/2014 9:54","10/31/2014 9:57","1",NA,"Early","1","1",NA,"1","1",NA,5,6,4,6,6,6,5,7,7,1,1,4,6,7,5,4,6,4,"185","64","64","2","5",NA,"Early-career Scientists"
"2381","10/31/2014 9:54","10/31/2014 9:58","1",NA,"Early","1","1",NA,"1","1",NA,3,4,2,6,6,6,5,7,6,4,5,4,7,5,6,4,6,3,"48","60","91","1","5",NA,"Early-career Scientists"
"2382","10/31/2014 9:56","10/31/2014 10:00","1",NA,"Established","1","1",NA,"1","1",NA,7,5,1,7,5,7,6,6,6,7,7,7,6,5,7,2,4,1,"185","32","56","1","4",NA,"Established Scientists"
"2383","10/31/2014 9:55","10/31/2014 10:01","1",NA,"PhD","1","1",NA,"2",NA,"1",6,5,2,5,6,6,4,6,6,2,5,3,7,7,7,6,7,2,"83","67","99","1","5",NA,"PhD Students"
"2384","10/31/2014 9:49","10/31/2014 10:02","1",NA,"Established","1","1",NA,"1","1",NA,5,5,6,5,6,6,6,6,5,5,2,5,5,6,6,2,3,2,"163","47","79","2","4",NA,"Established Scientists"
"2385","10/31/2014 9:58","10/31/2014 10:03","1",NA,"Established","1","1",NA,"1","1",NA,6,7,6,6,6,7,6,6,7,4,6,6,7,6,7,7,6,6,"158","43","76","1","4",NA,"Established Scientists"
"2386","10/31/2014 9:56","10/31/2014 10:03","1",NA,"PhD","1","1",NA,"2",NA,"1",4,6,4,5,6,2,5,6,6,2,5,5,5,5,5,5,2,2,"84","67","96","1","5",NA,"PhD Students"
"2387","10/31/2014 9:59","10/31/2014 10:05","1",NA,"PhD","1","1",NA,"2",NA,"1",6,5,6,5,6,5,5,6,6,2,1,4,5,4,5,7,7,5,"163","67","97","1","5",NA,"PhD Students"
"2389","10/31/2014 9:58","10/31/2014 10:05","1",NA,"Early","1","1",NA,"1","1",NA,7,7,2,5,7,7,5,6,7,3,5,5,6,7,6,5,4,4,"84","34","65","1","4",NA,"Early-career Scientists"
"2391","10/30/2014 19:25","10/31/2014 10:10","1",NA,"Early","1","1",NA,"1","1",NA,3,6,6,4,5,6,6,5,5,6,6,6,6,5,6,2,4,3,"78","54","82","1","4",NA,"Early-career Scientists"
"2392","10/31/2014 10:02","10/31/2014 10:11","1",NA,"Established","1","1",NA,"1","1",NA,3,6,3,5,6,6,4,4,6,1,1,3,6,1,6,6,5,1,"84","59","87","1","4",NA,"Established Scientists"
"2393","10/31/2014 10:08","10/31/2014 10:11","1",NA,"Early","1","1",NA,"1","1",NA,5,4,5,6,5,4,4,4,4,3,5,4,5,3,3,2,3,2,"78","52","78","2","4",NA,"Early-career Scientists"
