V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Check_Sc,Check_PhdS,Intro_ECS,Q1_ECS_Ob,Q2_ECS_Ob,Q3_ECS_Ob,Q4_ECS_Ra,Q5_ECS_Ra,Q6_ECS_Ra,Q7_ECS_Op,Q8_ECS_Op,Q9_ECS_Op,Q10_ECS_IQ,Q11_ECS_IQ,Q12_ECS_IQ,Q13_ECS_In,Q14_ECS_In,Q15_ECS_In,Q16_ECS_Co,Q17_ECS_Co,Q18_ECS_Co,Intro_ES,Q1_ES_Ob,Q2_ES_Ob,Q3_ES_Ob,Q4_ES_Ra,Q5_ES_Ra,Q6_ES_Ra,Q7_ES_Op,Q8_ES_Op,Q9_ES_Op,Q10_ES_IQ,Q11_ES_IQ,Q12_ES_IQ,Q13_ES_In,Q14_ES_In,Q15_ES_In,Q16_ES_Co,Q17_ES_Co,Q18_ES_Co,Intro_PhDs,Q1_PhD_Ob,Q2_PhD_Ob,Q3_PhD_Ob,Q4_PhD_Ra,Q5_PhD_Ra,Q6_PhD_Ra,Q7_PhD_Op,Q8_PhD_Op,Q9_PhD_Op,Q10_PhD_IQ,Q11_PhD_IQ,Q12_PhD_IQ,Q13_PhD_In,Q14_PhD_In,Q15_PhD_In,Q16_PhD_Co,Q17_PhD_Co,Q18_PhD_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,DO-BR-FL_8,DO-BL-Early-careerscientists,DO-BL-Establishedscientists,DO-BL-PhD_students,LocationLatitude,LocationLongitude,LocationAccuracy
R_8vHc7RbxLPkaW6p,Default Response Set,,,,,0,10/30/2014 20:02,10/31/2014 11:45,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,6,5,6,7,7,7,7,5,2,3,7,7,7,7,6,5,,,,,,,,,,,,,,,,,,,,1,185,47,71,1,5,,,,,,,,
R_0JMzqKsflikyT77,Default Response Set,,,,,0,10/31/2014 11:40,10/31/2014 11:46,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,4,2,6,5,7,6,6,7,2,1,1,7,7,7,5,7,4,,,,,,,,,,,,,,,,,,,,1,67,55,94,1,5,,,,,,,,
R_bD9ljIRgk2sZwxL,Default Response Set,,,,,0,10/31/2014 11:44,10/31/2014 11:48,1,,Early,1,1,,1,1,,1,6,4,4,4,6,6,6,6,6,2,1,1,6,4,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,38,65,1,4,,,,,,,,
R_2taKWaloNlrYfU9,Default Response Set,,,,,0,10/31/2014 11:45,10/31/2014 11:49,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,6,6,6,6,7,2,6,5,7,7,7,7,4,1,,,,,,,,,,,,,,,,,,,,1,185,39,69,1,4,,,,,,,,
R_2gX0zLjLVASTPU1,Default Response Set,,,,,0,10/31/2014 11:42,10/31/2014 11:51,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,6,6,7,6,6,6,3,5,5,7,7,7,5,6,6,1,36,59,88,1,4,,,,,,,,
R_cHm2J7YDB0M3jhP,Default Response Set,,,,,0,10/31/2014 11:47,10/31/2014 11:52,1,,Early,1,1,,1,1,,1,5,5,4,5,6,5,6,3,6,3,4,4,5,3,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,54,81,1,4,,,,,,,,
R_77fo0v1XXJXrZbL,Default Response Set,,,,,0,10/31/2014 11:48,10/31/2014 11:53,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,2,4,6,5,5,6,6,3,3,4,6,6,6,5,5,4,1,84,62,90,1,5,,,,,,,,
R_2biJebMnwhBx9D7,Default Response Set,,,,,0,10/31/2014 11:52,10/31/2014 11:55,1,,Early,1,1,,1,2,,1,3,4,2,2,3,3,3,4,3,4,3,4,5,5,6,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,29,54,1,5,,,,,,,,
R_6ha9emkymTGx38h,Default Response Set,,,,,0,10/31/2014 11:56,10/31/2014 11:56,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4GZ9b4NvPBeKw73,Default Response Set,,,,,0,10/31/2014 11:55,10/31/2014 11:59,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,6,6,6,4,4,4,6,6,7,6,6,3,1,185,64,91,1,5,,,,,,,,
R_2mn5UeoyP1hLHut,Default Response Set,,,,,0,10/31/2014 11:55,10/31/2014 12:01,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,6,6,6,6,6,7,7,3,3,6,6,5,5,5,6,2,,,,,,,,,,,,,,,,,,,,1,179,55,94,1,4,,,,,,,,
R_0J50oneCDCsu15X,Default Response Set,,,,,0,10/31/2014 12:02,10/31/2014 12:03,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9yQ9WvmOKKlJ869,Default Response Set,,,,,0,10/31/2014 11:50,10/31/2014 12:03,1,,Early,1,1,,1,1,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,64,94,2,4,,,,,,,,
R_eMcsPv7h570HR3L,Default Response Set,,,,,0,10/31/2014 11:57,10/31/2014 12:05,1,,Early,1,1,,1,1,,1,6,3,5,4,6,5,6,6,6,2,3,2,6,6,6,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,60,89,1,5,,,,,,,,
R_7OMHyiCDN6iVxCR,Default Response Set,,,,,0,10/31/2014 12:01,10/31/2014 12:05,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,7,7,7,6,7,7,6,7,2,2,5,6,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,1,137,60,92,2,4,,,,,,,,
R_71Gr6diTAkD2Rp3,Default Response Set,,,,,0,10/31/2014 12:00,10/31/2014 12:06,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,6,5,5,6,6,5,3,5,5,6,6,5,4,4,1,48,45,77,2,4,,,,,,,,
R_e40JLwgFTTa9dhX,Default Response Set,,,,,0,10/31/2014 12:03,10/31/2014 12:07,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,5,5,6,6,5,4,4,5,5,5,6,5,4,1,48,65,95,1,5,,,,,,,,
R_6Khs5Vz7frZdPtH,Default Response Set,,,,,0,10/31/2014 11:50,10/31/2014 12:07,1,,Established,1,1,,1,6,,,,,,,,,,,,,,,,,,,,,1,5,5,6,3,5,6,5,4,3,3,3,2,5,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,1,163,63,91,2,5,,,,,,,,
R_0Mz7lIDadqNfIJn,Default Response Set,,,,,0,10/31/2014 12:06,10/31/2014 12:09,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,5,4,5,4,5,6,5,2,5,3,6,5,6,5,5,5,1,61,40,72,1,4,,,,,,,,
R_2gIxNo2fxOAW5Kt,Default Response Set,,,,,0,10/31/2014 12:02,10/31/2014 12:10,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,2,5,7,5,7,6,6,5,7,4,5,7,7,2,4,1,1,122,66,93,1,5,,,,,,,,
R_2brHpI9inmadFuB,Default Response Set,,,,,0,10/31/2014 12:12,10/31/2014 12:16,1,,Early,1,1,,1,1,,1,6,6,2,5,6,5,6,6,6,3,2,6,6,6,6,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,58,88,1,5,,,,,,,,
R_7O1ESbwxhbgOeSF,Default Response Set,,,,,0,10/31/2014 12:15,10/31/2014 12:16,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Ylv9pSDYOWjpiZ,Default Response Set,,,,,0,10/31/2014 12:16,10/31/2014 12:20,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,2,6,7,7,5,6,7,3,5,5,6,7,7,5,4,3,,,,,,,,,,,,,,,,,,,,1,187,61,91,1,5,,,,,,,,
R_2rzpVvnidCXD5xX,Default Response Set,,,,,0,10/31/2014 12:16,10/31/2014 12:20,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,3,4,5,6,5,4,6,6,4,5,5,4,4,4,3,5,1,,,,,,,,,,,,,,,,,,,,1,128,57,87,1,4,,,,,,,,
R_3Q1KvjgClMkpYaN,Default Response Set,,,,,0,10/31/2014 12:05,10/31/2014 12:26,1,,Early,1,1,,1,1,,1,6,3,5,5,3,3,5,3,3,3,6,3,5,6,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138,44,85,2,4,,,,,,,,
R_81RkgD0IwzOm9W5,Default Response Set,,,,,0,10/31/2014 12:20,10/31/2014 12:27,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,5,3,3,2,2,3,3,2,4,4,3,5,3,5,2,1,84,43,74,1,4,,,,,,,,
R_81T4mSjCCqerU4B,Default Response Set,,,,,0,10/31/2014 12:27,10/31/2014 12:27,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cBj5hvi4BGDUwFD,Default Response Set,,,,,0,10/31/2014 12:23,10/31/2014 12:28,1,,Early,1,1,,1,1,,1,5,4,3,6,5,6,5,5,5,2,5,4,5,4,6,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,48,90,1,4,,,,,,,,
R_0rpLBWIy5zuHJhb,Default Response Set,,,,,0,10/31/2014 12:32,10/31/2014 12:33,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6rJYeIMq37DULgp,Default Response Set,,,,,0,10/31/2014 1:19,10/31/2014 12:33,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,6,6,6,6,6,3,7,6,6,5,6,4,6,2,1,36,55,84,1,4,,,,,,,,
R_bOOz8f4FL5ZfCE5,Default Response Set,,,,,0,10/31/2014 12:28,10/31/2014 12:33,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,5,1,6,6,6,4,5,6,6,5,4,5,5,7,4,4,2,,,,,,,,,,,,,,,,,,,,1,185,28,54,1,4,,,,,,,,
R_87VMEhE2DLIMJLf,Default Response Set,,,,,0,10/31/2014 12:25,10/31/2014 12:35,1,,Early,1,1,,2,,1,1,3,5,2,6,2,6,6,6,2,2,1,2,5,3,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,69,99,2,5,,,,,,,,
R_bNuSKh89NcgohDf,Default Response Set,,,,,0,10/31/2014 5:09,10/31/2014 12:37,1,,Early,1,1,,1,1,,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78,61,92,1,5,,,,,,,,
R_barrvVF28ef3O9T,Default Response Set,,,,,0,10/30/2014 22:28,10/31/2014 12:38,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,2,6,6,5,6,5,6,5,6,5,6,7,5,6,3,3,1,-99,49,83,1,4,,,,,,,,
R_cOpKgkioT4COyjj,Default Response Set,,,,,0,10/31/2014 12:40,10/31/2014 12:40,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8Hyr7dpg4pUP0TH,Default Response Set,,,,,0,10/31/2014 12:35,10/31/2014 12:40,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,6,6,2,6,6,5,6,5,5,4,5,5,3,2,,,,,,,,,,,,,,,,,,,,1,48,35,77,1,4,,,,,,,,
R_38cOPNfoa5MAAwR,Default Response Set,,,,,0,10/31/2014 12:42,10/31/2014 12:42,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ePQopc2YTm7b70h,Default Response Set,,,,,0,10/31/2014 12:36,10/31/2014 12:44,1,,Early,1,1,,1,1,,1,4,6,3,4,2,6,6,5,6,1,3,4,4,4,6,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83,36,63,1,4,,,,,,,,
R_5ziF6MVAx0Jeh9P,Default Response Set,,,,,0,10/31/2014 12:46,10/31/2014 12:49,1,,Early,1,1,,1,1,,1,4,4,2,4,6,5,4,4,4,4,1,4,4,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,58,86,1,4,,,,,,,,
R_3PJKWC0izqgEQ0R,Default Response Set,,,,,0,10/31/2014 9:04,10/31/2014 12:49,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,6,2,2,4,6,6,6,5,6,3,,,,,,,,,,,,,,,,,,,,1,84,47,77,1,4,,,,,,,,
R_7NzXd6u2ibdvCE5,Default Response Set,,,,,0,10/31/2014 12:44,10/31/2014 12:53,1,,PhD,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,5,5,3,3,4,4,5,3,5,4,6,5,3,3,1,185,21,51,1,5,,,,,,,,
R_9BRrjib664j7Cfj,Default Response Set,,,,,0,10/31/2014 12:56,10/31/2014 12:57,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0CWsyuDnHbdGYVD,Default Response Set,,,,,0,10/31/2014 12:58,10/31/2014 13:02,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,4,4,1,5,5,1,2,2,4,4,3,2,1,1,1,138,56,86,1,5,,,,,,,,
R_3gWPeaxGdYBwW5n,Default Response Set,,,,,0,10/31/2014 13:01,10/31/2014 13:10,1,,Early,1,1,,1,1,,1,5,6,3,4,5,5,5,3,5,2,5,3,3,5,6,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137,37,68,1,5,,,,,,,,
R_0VNwvfcWTikybCR,Default Response Set,,,,,0,10/31/2014 13:02,10/31/2014 13:11,1,,Early,1,1,,1,1,,1,3,4,1,4,5,7,4,1,5,2,1,5,7,5,6,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,38,79,1,4,,,,,,,,
R_2uknZrRrV7ROvSl,Default Response Set,,,,,0,10/31/2014 13:05,10/31/2014 13:13,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,3,5,6,6,6,5,2,2,2,6,5,5,6,6,2,1,78,39,79,1,4,,,,,,,,
R_eR2Nwg5fYrdwowR,Default Response Set,,,,,0,10/31/2014 13:19,10/31/2014 13:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0VvV3wp4WdRl273,Default Response Set,,,,,0,10/31/2014 13:12,10/31/2014 13:20,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,3,3,5,3,6,6,6,4,3,3,5,6,6,5,4,3,,,,,,,,,,,,,,,,,,,,1,10,41,74,2,5,,,,,,,,
R_bPcVlTnmVJleNNz,Default Response Set,,,,,0,10/31/2014 13:19,10/31/2014 13:23,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,4,3,3,3,3,4,4,4,1,1,1,4,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,1,17,59,88,1,5,,,,,,,,
R_06fTnG4gOqtLPk9,Default Response Set,,,,,0,10/31/2014 13:20,10/31/2014 13:27,1,,Early,1,1,,2,,1,1,6,5,5,5,6,6,5,6,6,3,5,5,6,6,5,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,157,69,96,2,5,,,,,,,,
R_50IhxuGkFiklI45,Default Response Set,,,,,0,10/31/2014 13:22,10/31/2014 13:28,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,6,5,5,5,3,2,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,56,86,2,5,,,,,,,,
R_9WDpKT9reWYvxhr,Default Response Set,,,,,0,10/31/2014 13:26,10/31/2014 13:29,1,,Early,1,1,,1,1,,1,4,3,3,6,4,5,4,5,4,1,3,2,6,5,3,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,52,86,1,4,,,,,,,,
R_43o8Rk3h15YAgOF,Default Response Set,,,,,0,10/31/2014 13:21,10/31/2014 13:29,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,2,6,2,6,6,6,5,2,5,5,6,3,3,5,6,5,1,36,49,81,1,4,,,,,,,,
R_1NyYpG0eHyPdm6N,Default Response Set,,,,,0,10/31/2014 3:25,10/31/2014 13:40,1,,Early,1,1,,2,,1,1,7,6,7,7,7,7,7,7,6,5,3,5,7,7,7,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86,64,98,1,4,,,,,,,,
R_1WWYie8GdMmMCY5,Default Response Set,,,,,0,10/31/2014 13:35,10/31/2014 13:40,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,6,5,3,6,6,1,2,2,5,5,3,5,5,1,1,84,52,86,2,4,,,,,,,,
R_elWSOKI2bEu68jr,Default Response Set,,,,,0,10/31/2014 13:40,10/31/2014 13:41,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5cmhaTY2dxHiTK5,Default Response Set,,,,,0,10/31/2014 13:39,10/31/2014 13:44,1,,Established,1,1,,1,6,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,7,6,6,7,5,5,4,5,7,6,7,7,6,5,,,,,,,,,,,,,,,,,,,,1,65,64,93,1,5,,,,,,,,
R_0UsgkyZF36X1iMR,Default Response Set,,,,,0,10/31/2014 13:38,10/31/2014 13:44,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,2,1,5,2,2,1,3,3,2,1,3,5,2,5,1,1,1,,,,,,,,,,,,,,,,,,,,1,187,43,71,2,4,,,,,,,,
R_0wHnVQdusM58ITP,Default Response Set,,,,,0,10/30/2014 20:53,10/31/2014 13:44,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,7,5,6,4,7,7,2,2,4,7,6,7,6,5,3,1,187,68,98,1,5,,,,,,,,
R_a5EXcLQ31WDHZE9,Default Response Set,,,,,0,10/31/2014 13:17,10/31/2014 13:48,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,4,5,4,4,5,4,5,3,4,5,3,4,3,2,1,84,53,81,2,4,,,,,,,,
R_0IAgIzAciNFTtDD,Default Response Set,,,,,0,10/31/2014 13:48,10/31/2014 13:52,1,,Early,1,1,,1,1,,1,3,4,2,4,6,4,4,2,7,1,1,2,7,6,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122,59,89,2,5,,,,,,,,
R_3f3tVlLDxGnpiIJ,Default Response Set,,,,,0,10/31/2014 13:48,10/31/2014 13:53,1,,Early,1,1,,1,1,,1,4,3,2,5,6,5,4,5,5,4,6,5,6,4,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,30,57,1,4,,,,,,,,
R_eEumJiH4V0h7cNv,Default Response Set,,,,,0,10/31/2014 13:49,10/31/2014 13:55,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,2,6,5,6,5,6,6,1,3,5,6,6,6,3,3,3,,,,,,,,,,,,,,,,,,,,1,187,33,63,1,5,,,,,,,,
R_0vwfQLp98ra4XE9,Default Response Set,,,,,0,10/31/2014 13:53,10/31/2014 13:57,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,5,7,6,4,5,5,4,4,3,4,4,6,5,4,4,1,163,60,92,2,4,,,,,,,,
R_9MOpmWofHYlnp2d,Default Response Set,,,,,0,10/31/2014 13:54,10/31/2014 14:04,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,2,2,5,2,2,5,2,3,2,2,2,2,4,2,2,1,85,41,79,1,4,,,,,,,,
R_1RHQ8hi99vwvM2x,Default Response Set,,,,,0,10/31/2014 13:55,10/31/2014 14:07,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,7,2,4,5,7,6,6,7,5,2,5,6,6,4,6,6,5,2,,,,,,,,,,,,,,,,,,,,1,138,66,96,1,5,,,,,,,,
R_a35bxNCA7jz8T0p,Default Response Set,,,,,0,10/31/2014 14:08,10/31/2014 14:09,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6S7vLsaz7Bj8IFn,Default Response Set,,,,,0,10/31/2014 13:58,10/31/2014 14:11,1,,Early,1,1,,1,1,,1,4,2,4,2,5,6,6,5,6,2,6,5,4,3,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,54,83,1,4,,,,,,,,
R_eCFtSp0sONNujD7,Default Response Set,,,,,0,10/31/2014 14:12,10/31/2014 14:13,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1MkG8YX8DuGLxHL,Default Response Set,,,,,0,10/31/2014 14:14,10/31/2014 14:15,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1FIIpUIKsCjSHbL,Default Response Set,,,,,0,10/31/2014 14:15,10/31/2014 14:15,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eLhhPL8CLBKHl5j,Default Response Set,,,,,0,10/31/2014 14:16,10/31/2014 14:18,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,2,2,4,5,5,3,5,4,5,2,2,4,5,5,3,1,2,,,,,,,,,,,,,,,,,,,,1,187,62,89,1,5,,,,,,,,
R_cNgUDHRSroY6YsZ,Default Response Set,,,,,0,10/31/2014 14:18,10/31/2014 14:21,1,,Early,1,1,,1,1,,1,7,7,4,5,7,6,6,7,6,3,4,4,7,7,7,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,64,93,2,5,,,,,,,,
R_br5bMgH841s8yCF,Default Response Set,,,,,0,10/31/2014 14:17,10/31/2014 14:23,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,6,6,6,5,5,2,5,6,5,4,6,3,2,2,,,,,,,,,,,,,,,,,,,,1,65,39,67,2,4,,,,,,,,
R_9Sl0ou7SYHglBjv,Default Response Set,,,,,0,10/31/2014 14:20,10/31/2014 14:24,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,5,5,5,5,5,5,5,5,5,4,6,5,4,5,1,187,29,57,1,4,,,,,,,,
R_abomEbZnlpKQPzv,Default Response Set,,,,,0,10/31/2014 14:25,10/31/2014 14:25,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3n0WjwjCnL8ulz7,Default Response Set,,,,,0,10/31/2014 14:19,10/31/2014 14:25,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,4,6,5,6,4,6,7,5,6,5,6,7,7,6,5,3,1,185,44,69,1,4,,,,,,,,
R_4Ibapdl8msapqsZ,Default Response Set,,,,,0,10/31/2014 14:24,10/31/2014 14:27,1,,Early,1,1,,1,1,,1,7,5,7,7,7,7,7,6,2,5,6,5,7,7,7,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,39,64,2,4,,,,,,,,
R_5cdjZrEy3Xx1s5T,Default Response Set,,,,,0,10/31/2014 14:21,10/31/2014 14:27,1,,Early,1,1,,1,1,,1,3,2,2,5,4,6,4,4,4,5,6,4,5,5,6,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,63,94,1,5,,,,,,,,
R_0ln4Nj6qIZAWG7r,Default Response Set,,,,,0,10/31/2014 14:22,10/31/2014 14:29,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,4,6,6,4,6,6,6,3,5,5,5,7,7,6,4,2,,,,,,,,,,,,,,,,,,,,1,61,50,79,1,4,,,,,,,,
R_1XouaMbxY5Ekw8l,Default Response Set,,,,,0,10/31/2014 14:24,10/31/2014 14:30,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,3,3,6,5,5,3,5,5,2,6,6,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,1,17,55,82,2,4,,,,,,,,
R_0I0NrM6UvhhYzkh,Default Response Set,,,,,0,10/31/2014 14:27,10/31/2014 14:32,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,4,6,7,7,7,7,7,4,4,4,7,7,7,7,4,1,,,,,,,,,,,,,,,,,,,,1,84,41,71,1,4,,,,,,,,
