V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_1,Objectivit_1,Objectivit_2,Objectivit_3,Objectivit_4,Objectivit_5,Objectivit_6,Objectivit_7,Objectivit_8,Objectivit_9,Objectivit_10,Rationalit_1,Rationalit_2,Rationalit_3,Rationalit_4,Rationalit_5,Rationalit_6,Rationalit_7,Rationalit_8,Rationalit_9,Rationalit_10,Open-mind_1,Open-mind_2,Open-mind_3,Open-mind_4,Open-mind_5,Open-mind_6,Open-mind_7,Open-mind_8,Open-mind_9,Open-mind_10,Intelligen_1,Intelligen_2,Intelligen_3,Intelligen_4,Intelligen_5,Intelligen_6,Intelligen_7,Intelligen_8,Intelligen_9,Intelligen_10,Integrity_1,Integrity_2,Integrity_3,Integrity_4,Integrity_5,Integrity_6,Integrity_7,Integrity_8,Integrity_9,Integrity_10,Competitiv_1,Competitiv_2,Competitiv_3,Competitiv_4,Competitiv_5,Competitiv_6,Competitiv_7,Competitiv_8,Competitiv_9,Competitiv_10,Dem_intro,Dem_countr,Dem_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_9Xi6RDYRbpIfnqB,Default Response Set,,,,,0,6/27/2014 9:59,6/27/2014 10:06,1,Scientists,,1,1,,1,1,1,39,1,1,71,90,59,1,71,81,100,1,1,1,70,40,60,1,39,90,100,9,9,90,29,9,9,9,9,90,90,29,1,29,90,30,50,91,50,91,100,10,1,9,91,50,100,50,80,71,80,50,100,100,10,9,9,100,9,9,100,1,84,46,74,1,44,,,,
R_4Z5tuL6mwXIGIPr,Default Response Set,,,,,0,6/27/2014 10:05,6/27/2014 10:12,1,Scientists,,1,1,,1,1,1,97,98,93,96,98,96,97,97,97,97,95,96,96,97,96,96,96,97,97,96,98,96,96,98,96,95,97,96,96,96,99,97,96,98,97,96,96,98,94,97,96,98,96,96,96,96,95,96,96,96,96,97,98,98,97,98,99,99,97,98,1,187,,,2,44,,,,
R_8D2vTp3tq2Mxkhf,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 10:12,1,Scientists,,1,1,,1,1,1,60,30,50,78,86,61,29,79,71,79,67,50,60,80,81,61,49,70,66,80,51,41,72,70,48,40,47,58,80,80,60,50,56,75,66,40,60,75,55,75,60,40,40,80,81,69,40,81,70,81,70,85,61,75,58,71,80,74,59,60,1,169,40,74,1,39,,,,
R_cUB2z6D6UlHEhpj,Default Response Set,,,,,0,6/27/2014 10:08,6/27/2014 10:18,1,Scientists,,1,1,,1,1,1,6,100,27,7,41,89,81,9,100,100,26,7,54,52,43,55,19,64,100,98,20,52,96,50,50,59,20,16,38,100,70,100,56,90,47,42,47,74,87,100,6,10,40,58,31,58,55,30,95,100,59,93,100,25,31,48,32,16,79,100,1,75,47,74,1,40,,,,
R_efFRw446banwmRn,Default Response Set,,,,,0,6/27/2014 10:19,6/27/2014 10:26,1,Scientists,,1,1,,1,1,1,10,9,9,70,10,16,10,61,61,87,5,5,30,73,69,50,8,70,49,80,69,9,9,68,57,20,9,84,52,91,50,40,40,60,51,40,60,60,40,70,40,10,10,80,60,71,9,70,71,81,72,93,79,61,30,50,94,41,46,71,1,185,55,82,1,38,,,,
R_1T6y5rnS1Ktk3Ln,Default Response Set,,,,,0,6/27/2014 10:26,6/27/2014 10:32,1,Scientists,,1,1,,1,1,1,11,9,24,54,11,61,7,84,58,76,73,50,22,61,31,84,54,73,57,75,19,8,63,33,20,7,9,40,57,57,17,2,40,40,13,3,23,48,5,54,44,3,31,44,5,78,6,76,2,62,28,53,36,20,51,6,26,3,14,53,1,65,48,85,1,42,,,,
R_cXSGZLeMIWgAAFn,Default Response Set,,,,,0,6/27/2014 9:56,6/27/2014 10:36,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8IhVsRcgOpQDgeF,Default Response Set,,,,,0,6/27/2014 9:38,6/27/2014 10:38,1,Scientists,,1,1,,1,1,1,70,51,51,71,70,48,51,71,71,71,90,51,81,91,91,71,39,91,91,91,60,30,71,70,50,51,50,71,71,71,92,51,81,92,60,60,50,91,81,100,51,10,51,80,51,50,9,80,30,71,91,100,91,91,70,51,100,51,71,81,1,185,55,84,2,38,,,,
R_3W1qqW8eTyH0OGh,Default Response Set,,,,,0,6/27/2014 10:47,6/27/2014 10:59,1,Scientists,,1,1,,1,1,1,9,19,19,91,19,70,29,80,80,70,50,29,60,80,70,80,70,91,80,81,9,29,70,60,9,9,9,29,70,70,70,49,40,60,49,19,49,70,60,80,50,19,60,91,70,96,40,81,81,96,70,100,50,70,9,9,19,29,49,60,1,187,51,84,1,39,,,,
R_6olwiUm81vc9PY9,Default Response Set,,,,,0,6/27/2014 11:03,6/27/2014 11:09,1,Scientists,,1,1,,1,1,1,44,24,41,54,76,58,65,66,66,88,66,31,73,71,76,49,47,85,55,96,49,37,76,41,45,44,38,53,56,76,54,39,49,70,61,48,50,76,58,91,29,21,56,61,34,70,28,70,35,65,90,96,91,81,49,97,89,48,65,90,1,187,32,60,1,41,,,,
R_1IjaWxVX9WCnRdj,Default Response Set,,,,,0,6/27/2014 11:15,6/27/2014 11:15,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3gTWA4s7cwuwzOJ,Default Response Set,,,,,0,6/27/2014 11:12,6/27/2014 11:20,1,Scientists,,1,1,,1,1,1,46,24,60,80,51,58,31,80,61,75,85,50,67,84,63,76,44,85,69,86,60,50,81,71,79,49,48,61,77,75,91,64,77,91,80,64,85,91,64,91,77,30,72,80,55,81,62,80,59,80,87,96,87,71,77,66,95,74,48,77,1,65,57,89,2,38,,,,
R_1OmqwAVu0Zz9fnv,Default Response Set,,,,,0,6/27/2014 10:12,6/27/2014 11:34,1,Scientists,,1,1,,1,1,1,51,9,91,71,71,61,98,61,100,81,10,9,50,96,92,92,92,80,96,96,30,10,80,80,8,27,2,29,81,80,0,0,0,0,0,0,0,0,0,100,27,2,76,76,60,85,60,76,90,76,20,100,30,3,9,30,91,5,5,92,1,61,49,76,2,43,,,,
R_4INNt613mBsCpN3,Default Response Set,,,,,0,6/27/2014 11:36,6/27/2014 11:36,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7US9Dqitd9zGxG5,Default Response Set,,,,,0,6/27/2014 11:34,6/27/2014 11:38,1,Scientists,,1,1,,1,1,1,4,0,7,67,100,12,7,80,61,100,77,0,4,49,69,55,80,76,59,100,14,0,61,3,34,0,8,60,23,91,49,40,45,64,66,11,65,65,47,94,0,0,0,83,75,61,3,73,96,91,87,96,55,79,58,22,83,49,0,91,1,185,57,87,1,38,,,,
R_5aM5oBTydjS4Kup,Default Response Set,,,,,0,6/27/2014 12:07,6/27/2014 12:07,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dmNJprJznpgh6iF,Default Response Set,,,,,0,6/27/2014 12:20,6/27/2014 12:26,1,Scientists,,1,1,,1,1,1,70,49,70,80,10,50,8,82,83,91,18,19,71,90,70,49,51,91,71,80,9,29,50,81,9,9,10,81,72,91,81,9,50,80,60,60,49,80,50,92,20,20,71,70,91,51,92,91,91,92,90,80,51,71,49,49,8,9,9,81,1,187,42,69,1,39,,,,
R_bI17i8uBp470ntz,Default Response Set,,,,,0,6/27/2014 12:21,6/27/2014 12:29,1,Scientists,,1,1,,1,1,1,31,14,23,60,69,23,29,71,39,82,79,40,40,90,60,19,53,89,49,96,60,20,50,80,31,4,30,81,62,91,65,39,53,80,34,27,28,69,39,87,31,21,57,74,61,83,40,82,39,91,60,91,80,50,40,72,90,21,69,91,1,187,27,53,1,39,,,,
R_8ukRPSQMmUXW3bv,Default Response Set,,,,,0,6/27/2014 12:31,6/27/2014 12:39,1,Scientists,,1,1,,1,1,1,62,29,50,30,89,61,50,90,80,70,80,30,50,49,60,90,60,81,80,81,60,50,40,49,59,70,39,60,71,86,61,39,59,76,80,80,49,90,71,96,69,60,60,62,75,91,60,70,80,81,96,82,70,97,71,81,70,91,60,81,1,10,48,82,2,43,,,,
R_5pR8Um5Eaas3zfv,Default Response Set,,,,,0,6/27/2014 12:43,6/27/2014 12:44,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a2EViOwM7Grtnzn,Default Response Set,,,,,0,6/27/2014 13:03,6/27/2014 13:04,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_38fUC2MZ2wFXSf3,Default Response Set,,,,,0,6/27/2014 12:54,6/27/2014 13:05,1,Scientists,,1,1,,1,1,1,20,19,5,91,91,69,51,81,81,96,81,11,19,50,30,28,29,82,39,91,50,50,95,81,50,10,50,91,71,81,91,50,61,96,39,29,46,91,61,91,82,8,20,96,29,81,50,91,50,50,29,96,91,3,3,81,19,1,9,50,1,187,51,51,1,38,,,,
R_0Nbge7lXcSXqfGJ,Default Response Set,,,,,0,6/27/2014 12:57,6/27/2014 13:07,1,Scientists,,1,1,,1,1,1,1,1,67,82,94,71,41,96,89,71,41,5,81,96,90,91,80,98,90,93,3,1,72,88,82,50,82,92,92,72,86,60,81,91,80,71,81,100,80,86,38,1,50,80,78,61,1,96,78,70,100,100,91,82,50,70,90,71,86,91,1,9,49,83,2,38,,,,
R_5z2Qu0sXgQYIy5n,Default Response Set,,,,,0,6/27/2014 13:04,6/27/2014 13:11,1,Scientists,,1,1,,1,1,1,17,10,65,80,84,10,50,91,48,93,60,9,40,81,99,51,30,82,40,91,70,38,20,69,3,1,4,40,25,95,75,28,51,88,55,19,26,71,59,100,19,3,52,94,91,76,20,78,20,92,100,99,83,76,40,91,54,74,87,81,1,187,46,73,1,38,,,,
R_3JBq96EsUC85emh,Default Response Set,,,,,0,6/27/2014 12:55,6/27/2014 13:11,1,Scientists,,1,1,,1,1,1,9,0,39,100,51,9,51,90,71,91,100,9,4,100,71,50,81,100,100,100,71,19,91,51,51,2,50,50,51,71,100,30,19,80,50,29,50,80,100,70,10,9,20,60,50,50,0,81,60,92,100,100,20,71,50,,51,5,50,71,1,187,61,90,2,38,,,,
R_5cE5obn7f01FdNr,Default Response Set,,,,,0,6/27/2014 13:06,6/27/2014 13:13,1,Scientists,,1,1,,1,1,1,50,38,50,51,49,50,40,51,19,68,51,49,52,52,50,50,51,51,51,52,49,50,39,62,48,40,49,61,39,65,60,63,49,72,61,29,62,62,30,87,60,59,62,72,71,71,62,72,41,72,29,89,55,19,41,10,71,7,5,39,1,187,31,63,1,42,,,,
R_aWCY63gT4y13P0N,Default Response Set,,,,,0,6/27/2014 13:30,6/27/2014 13:36,1,Scientists,,1,1,,1,1,1,28,12,60,81,97,60,90,78,72,91,20,19,59,80,94,69,88,88,78,96,31,7,59,64,81,30,72,72,61,79,54,52,50,69,50,60,50,81,60,93,50,10,55,91,87,80,91,92,74,100,83,100,91,50,20,76,74,10,97,62,1,187,37,66,1,39,,,,
R_3XaMEAG9lZ03Brf,Default Response Set,,,,,0,6/27/2014 13:43,6/27/2014 13:44,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6PeBlrvU5xjSKfX,Default Response Set,,,,,0,6/27/2014 14:00,6/27/2014 14:09,1,Scientists,,1,1,,1,1,1,49,29,29,80,100,39,80,49,80,81,91,29,29,91,100,40,91,70,91,91,19,19,19,50,70,9,60,40,70,70,59,29,29,70,80,30,80,50,70,91,29,19,19,70,91,70,49,40,70,50,100,100,91,70,19,70,49,19,70,81,1,187,47,78,1,44,,,,
R_b91dYarLSkKTqK1,Default Response Set,,,,,0,6/27/2014 14:08,6/27/2014 14:09,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Y8GgobmWiJzyjr,Default Response Set,,,,,0,6/27/2014 14:04,6/27/2014 14:09,1,Scientists,,1,1,,1,1,1,67,6,35,100,100,100,55,100,100,100,100,6,30,100,100,100,100,100,100,100,86,80,85,73,37,82,40,83,50,82,90,6,19,100,59,71,59,80,63,100,52,8,24,100,100,100,21,78,90,100,71,83,52,91,3,70,67,46,50,67,1,187,60,85,1,44,,,,
R_cU36bpQJ1ooAxDv,Default Response Set,,,,,0,6/27/2014 14:07,6/27/2014 14:15,1,Scientists,,1,1,,1,1,1,39,10,51,90,79,60,49,87,82,81,92,18,62,92,91,92,61,91,93,39,68,20,83,80,29,20,51,86,86,80,87,7,72,99,63,91,79,86,81,80,15,4,60,92,49,92,5,91,100,91,59,93,72,82,55,81,80,62,56,87,1,187,36,79,1,38,,,,
R_2tRWm1mYND1NRel,Default Response Set,,,,,0,6/27/2014 14:13,6/27/2014 14:19,1,Scientists,,1,1,,1,1,1,56,50,51,90,80,85,64,87,80,83,71,59,56,84,72,76,69,85,57,79,48,58,67,66,64,71,73,62,72,67,49,61,39,82,45,42,64,75,36,88,50,60,59,77,61,63,49,82,50,76,88,80,73,73,35,40,88,34,59,77,1,187,42,79,1,40,,,,
R_3fJFkqrCrrlwflP,Default Response Set,,,,,0,6/27/2014 14:22,6/27/2014 14:28,1,Scientists,,1,1,,1,1,1,48,19,19,71,86,56,66,89,91,90,26,70,76,84,90,37,85,96,92,94,17,56,79,72,33,56,68,61,51,89,84,54,56,88,69,53,62,81,88,96,13,27,58,85,85,80,73,97,72,89,96,91,61,43,36,57,58,82,48,80,1,187,40,70,1,41,,,,
R_1Swm8XEzazMD0Al,Default Response Set,,,,,0,6/27/2014 14:27,6/27/2014 14:42,1,Scientists,,1,1,,1,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,143,42,73,1,41,,,,
R_0f9OYFeO6O9tqZv,Default Response Set,,,,,0,6/27/2014 14:36,6/27/2014 14:43,1,Scientists,,1,1,,1,1,1,2,0,91,50,0,0,29,71,60,70,70,39,50,91,60,0,0,70,70,100,30,19,81,40,5,1,9,50,70,91,70,39,60,81,73,9,60,85,60,100,29,19,71,50,60,54,18,80,49,40,96,100,92,100,29,19,100,71,80,92,1,187,59,88,1,41,,,,
R_bszPPIcsMkAaX3v,Default Response Set,,,,,0,6/27/2014 14:40,6/27/2014 14:47,1,Scientists,,1,1,,1,1,1,40,40,61,78,20,20,20,71,70,82,71,38,50,81,50,49,59,70,81,91,49,30,50,85,20,20,21,29,70,82,49,50,49,90,49,50,49,50,42,90,51,30,70,81,60,61,30,51,31,80,82,89,74,92,52,62,50,41,42,79,1,187,33,62,1,38,,,,
R_3Rkt8zcyln4BrKJ,Default Response Set,,,,,0,6/27/2014 14:53,6/27/2014 15:00,1,Scientists,,1,1,,1,1,1,81,50,60,70,60,50,61,80,60,81,71,50,50,59,70,50,49,80,70,70,60,40,71,60,51,40,50,71,71,80,71,40,40,60,60,40,60,70,61,71,50,41,60,60,81,50,49,69,60,81,91,92,85,90,50,70,81,82,71,81,1,187,45,76,2,38,,,,
R_25eDumQvPrjPMJn,Default Response Set,,,,,0,6/27/2014 14:56,6/27/2014 15:01,1,Scientists,,1,1,,1,1,1,71,51,71,60,71,71,50,81,60,71,71,50,71,71,71,71,70,91,60,81,71,30,80,60,60,50,50,71,60,60,50,50,71,71,60,50,71,71,71,80,60,40,81,70,80,80,60,71,71,71,80,91,81,91,50,81,70,60,71,95,1,187,60,89,2,38,,,,
R_eqVxs65st1uvGv3,Default Response Set,,,,,0,6/27/2014 14:59,6/27/2014 15:08,1,Scientists,,1,1,,1,1,1,30,6,36,55,61,31,37,57,60,60,52,23,55,70,59,45,63,51,51,66,62,24,64,86,87,57,60,30,61,81,73,27,82,85,54,87,40,38,51,77,57,28,48,86,94,75,48,80,72,86,75,75,91,96,16,96,89,46,81,89,1,187,38,68,2,43,,,,
R_6s5XzwT8LBcZv37,Default Response Set,,,,,0,6/27/2014 14:57,6/27/2014 15:20,1,Scientists,,1,1,,1,1,1,38,9,30,71,91,39,59,52,38,91,63,4,48,68,91,68,70,61,69,91,31,9,61,49,50,9,60,52,50,80,69,45,50,73,80,62,63,70,64,100,27,9,38,70,70,74,9,34,47,80,87,100,91,60,45,91,45,45,57,76,1,187,37,69,1,41,,,,
R_4PhVjN41ntoPJ89,Default Response Set,,,,,0,6/27/2014 15:25,6/27/2014 15:25,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4OT42v0rr4ruFRX,Default Response Set,,,,,0,6/27/2014 15:19,6/27/2014 15:26,1,Scientists,,1,1,,1,1,1,49,2,3,49,92,29,40,70,50,29,59,18,28,82,71,19,49,50,49,19,50,19,60,82,61,18,19,49,50,20,49,60,50,80,59,48,49,70,50,50,10,10,5,71,71,19,50,49,50,28,80,92,90,49,50,92,50,61,48,90,1,187,37,65,1,39,,,,
R_bC70qiv92PNGUkt,Default Response Set,,,,,0,6/27/2014 15:09,6/27/2014 15:39,1,Scientists,,1,1,,1,1,1,49,39,29,100,100,91,70,100,100,100,30,8,29,100,49,100,29,100,100,100,60,9,59,81,9,9,10,100,100,80,49,29,29,100,29,29,29,100,49,100,31,9,9,100,50,91,9,100,100,90,100,80,70,100,49,70,71,100,49,100,1,187,57,90,2,39,,,,
R_eLF1Tv0FcaSHl2t,Default Response Set,,,,,0,6/27/2014 15:39,6/27/2014 15:45,1,Scientists,,1,1,,1,1,1,0,0,20,92,92,81,39,69,29,70,39,9,31,100,92,91,92,81,40,59,10,10,51,19,10,10,8,19,9,70,18,0,29,82,40,29,29,71,41,83,9,0,19,91,92,30,40,82,29,70,50,100,30,90,50,81,40,50,49,90,1,187,32,58,1,39,,,,
R_ehbuSkG21YpE5RX,Default Response Set,,,,,0,6/27/2014 15:37,6/27/2014 15:46,1,Scientists,,1,1,,1,1,1,39,10,54,75,9,70,9,60,70,55,10,3,60,81,49,60,40,9,81,81,9,9,55,60,9,49,40,49,70,60,76,80,81,76,60,65,60,81,70,70,39,19,70,50,70,81,19,50,50,71,70,85,50,70,9,54,80,39,70,75,1,187,47,80,1,40,,,,
R_3JkjO4FgtJtHAmV,Default Response Set,,,,,0,6/27/2014 15:30,6/27/2014 15:48,1,Scientists,,1,1,,1,1,1,76,62,87,82,84,89,84,93,93,94,95,95,95,96,95,96,96,96,96,94,93,95,93,5,6,6,94,6,92,93,63,92,62,65,33,64,62,63,91,91,51,40,78,100,83,45,76,100,55,91,82,95,12,14,13,100,21,12,14,22,1,187,56,87,1,42,,,,
R_3C1v70a5aPx7nXn,Default Response Set,,,,,0,6/27/2014 15:53,6/27/2014 15:54,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_88rJdk3Emvbo5Y9,Default Response Set,,,,,0,6/27/2014 15:57,6/27/2014 16:03,1,Scientists,,1,1,,1,1,1,60,28,40,81,60,60,50,81,81,71,70,49,50,79,80,40,80,70,90,80,70,51,62,81,60,21,71,69,80,80,80,51,50,80,71,30,70,71,80,90,39,30,40,61,50,50,30,71,80,71,81,80,80,80,80,59,91,61,81,80,1,44,52,78,1,43,,,,
R_1MLNqE87OqGKE2F,Default Response Set,,,,,0,6/27/2014 15:56,6/27/2014 16:04,1,Scientists,,1,1,,1,1,1,50,28,50,91,52,80,52,87,95,99,52,48,49,70,49,89,52,92,75,92,20,29,51,60,45,65,33,95,67,97,34,58,41,92,34,42,51,76,85,97,40,29,49,91,52,92,50,91,90,92,90,83,50,30,52,90,50,70,51,29,1,187,36,65,1,43,,,,
R_dpuS3LqYaBa4ZVj,Default Response Set,,,,,0,6/27/2014 16:27,6/27/2014 16:35,1,Scientists,,1,1,,1,1,1,20,10,20,60,80,40,20,50,50,60,30,30,20,70,70,30,30,50,50,70,10,10,20,50,50,20,10,50,70,60,50,40,40,60,60,40,30,50,40,70,20,20,20,40,40,30,10,50,50,80,90,90,39,60,60,80,90,10,10,80,1,187,44,71,1,43,,,,
R_eV9FsrWuSYYj1NH,Default Response Set,,,,,0,6/27/2014 16:57,6/27/2014 16:58,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cAU8kBmiyHD1gH3,Default Response Set,,,,,0,6/27/2014 16:46,6/27/2014 16:59,1,Scientists,,1,1,,1,1,1,40,98,99,80,39,70,39,100,100,100,91,48,90,100,100,9,50,99,91,100,80,100,100,100,39,19,39,100,80,100,49,49,81,99,29,20,20,99,88,99,100,100,100,100,100,100,100,100,49,100,19,100,3,2,4,2,2,4,49,9,1,187,31,57,2,41,,,,
R_4GylgJXjY5LdX3D,Default Response Set,,,,,0,6/27/2014 16:57,6/27/2014 17:06,1,Scientists,,1,1,,1,1,1,30,12,69,77,91,76,89,60,75,86,39,18,48,72,50,75,62,57,84,88,36,25,62,58,46,23,55,38,38,88,61,25,52,83,48,81,95,63,88,97,36,31,62,58,65,74,47,60,71,84,90,94,93,89,48,63,91,38,78,64,1,111,54,93,1,38,,,,
R_ctEn1cBtlUKiHel,Default Response Set,,,,,0,6/27/2014 17:14,6/27/2014 17:15,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0r2Jwkbwx0OVaip,Default Response Set,,,,,0,6/27/2014 17:19,6/27/2014 17:19,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0pjYXMqm9yLqw2p,Default Response Set,,,,,0,6/27/2014 17:13,6/27/2014 17:30,1,Scientists,,1,1,,1,1,1,80,10,70,70,90,60,80,90,80,80,90,20,70,80,90,70,80,95,80,80,90,30,90,70,70,50,70,90,90,80,70,50,60,80,70,50,60,90,80,90,90,50,90,80,90,70,80,90,70,90,70,100,90,70,60,100,70,60,80,70,1,187,36,61,1,40,,,,
R_1FgSCMtWDqIZrqB,Default Response Set,,,,,0,6/27/2014 17:21,6/27/2014 17:31,1,Scientists,,1,1,,1,1,1,40,19,50,71,71,50,70,71,71,81,30,31,30,50,51,30,60,61,29,70,50,40,60,61,40,30,30,60,40,81,40,40,41,71,51,50,40,50,39,71,41,30,40,71,71,61,60,71,50,71,70,60,39,40,20,29,29,19,30,60,1,187,25,52,1,42,,,,
R_cACkKqoWmlW9Lhz,Default Response Set,,,,,0,6/27/2014 13:08,6/27/2014 17:43,1,Scientists,,1,1,,1,1,1,65,24,28,82,56,74,61,68,63,89,59,67,60,91,67,78,71,83,82,81,48,40,63,64,45,36,39,55,54,79,68,66,61,61,61,69,66,68,66,88,25,15,48,59,42,34,40,51,48,68,24,25,37,58,32,45,41,41,38,64,1,184,63,86,1,43,,,,
R_6u6yJtORW07j3OR,Default Response Set,,,,,0,6/27/2014 18:13,6/27/2014 18:30,1,Scientists,,1,1,,1,1,1,59,14,81,50,95,50,34,82,60,75,81,66,80,81,90,85,80,84,73,85,25,14,14,21,18,19,72,69,61,76,65,28,50,50,90,47,51,59,49,95,50,20,71,75,81,71,50,75,61,71,76,95,98,50,20,51,67,20,50,74,1,187,25,59,2,38,,,,
R_dm8V8omLcCMGSc5,Default Response Set,,,,,0,6/27/2014 18:40,6/27/2014 18:40,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8zSZV5NCY3rc9JX,Default Response Set,,,,,0,6/27/2014 19:01,6/27/2014 19:08,1,Scientists,,1,1,,1,1,1,50,30,70,50,29,29,20,92,70,81,50,9,71,70,71,29,29,91,70,70,60,19,80,50,50,19,19,80,71,70,50,19,50,81,61,29,20,91,60,91,40,29,70,81,70,40,30,91,81,81,91,91,50,71,19,51,81,9,20,91,1,187,32,68,2,39,,,,
R_2ox1YDseNrnGCnb,Default Response Set,,,,,0,6/27/2014 19:22,6/27/2014 19:27,1,Scientists,,1,1,,1,1,1,99,28,30,47,5,48,96,11,76,72,49,45,38,41,43,32,55,36,61,75,82,100,97,48,53,41,42,45,64,52,71,95,49,50,50,34,61,49,50,75,11,4,40,81,50,49,20,65,50,91,59,99,81,71,35,24,46,64,37,82,1,187,45,77,1,41,,,,
R_cHzRELg2gfUh8kB,Default Response Set,,,,,0,6/27/2014 20:33,6/27/2014 20:38,1,Scientists,,1,1,,1,1,1,80,49,100,100,100,100,80,100,100,100,100,61,100,100,100,81,61,100,100,100,82,71,100,100,100,100,61,100,81,100,100,81,100,100,100,82,81,100,100,100,71,61,100,100,100,90,71,100,61,100,100,71,61,50,50,100,49,50,100,81,1,187,30,69,1,38,,,,
R_bO7Idq0gTO43F7T,Default Response Set,,,,,0,6/27/2014 20:49,6/27/2014 20:53,1,Scientists,,1,1,,1,1,1,71,30,51,70,49,50,70,80,40,70,80,40,51,70,51,49,50,80,50,80,60,40,81,71,40,50,40,81,60,70,79,49,50,81,49,50,40,80,60,81,60,29,70,80,70,70,40,90,60,81,60,81,30,59,49,70,50,48,50,71,1,187,31,58,1,43,,,,
R_51QNTWu5HKoKKkl,Default Response Set,,,,,0,6/27/2014 20:51,6/27/2014 21:01,1,Scientists,,1,1,,1,1,1,50,1,52,81,32,61,10,90,41,71,51,30,31,71,41,45,9,97,62,85,71,9,56,70,19,30,4,80,40,90,81,21,50,71,60,30,40,71,39,91,50,8,41,80,20,66,1,91,61,71,80,71,60,50,9,40,41,30,51,94,1,122,32,60,1,38,,,,
R_daLjKKCTWhx0qIR,Default Response Set,,,,,0,6/27/2014 21:22,6/27/2014 21:23,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_78IuXmvBTC0mzVb,Default Response Set,,,,,0,6/27/2014 22:06,6/27/2014 22:16,1,Scientists,,1,1,,1,1,1,30,3,10,50,70,70,60,80,40,85,65,5,15,65,75,65,60,80,65,90,40,3,10,15,40,60,40,55,60,70,80,5,25,85,65,60,70,65,60,100,15,5,35,80,60,60,1,85,50,90,85,85,80,85,50,80,90,50,75,85,1,187,67,94,1,43,,,,
R_9SJVihZgQFF9CLj,Default Response Set,,,,,0,6/27/2014 22:16,6/27/2014 22:37,1,Scientists,,1,1,,1,1,1,40,90,50,80,90,90,90,80,80,40,80,80,70,80,,80,80,80,80,80,,,,,,,,,,,80,30,50,50,,30,70,50,80,80,50,0,50,90,10,,10,50,10,90,,,,,90,90,90,,,,1,3,49,85,1,42,,,,
