V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Condition,Intro,Consent,Reason_NC,CheckPhD,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,DO-BR-FL_13,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_9SldCKAAb1gkIPH,Default Response Set,,,,,0,6/27/2014 18:05,6/27/2014 18:10,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,2,5,5,5,2,3,5,3,4,2,3,2,3,2,4,2,1,187,52,91,1,42,,,,,,,
R_0TgBTqfnYGty5JX,Default Response Set,,,,,0,6/27/2014 18:06,6/27/2014 18:10,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,2,5,6,6,5,6,7,2,5,5,6,7,7,6,5,2,,,,,,,,,,,,,,,,,,,,1,187,53,79,1,39,,,,,,,
R_5BZwhWs3ZdWl8gt,Default Response Set,,,,,0,6/27/2014 18:07,6/27/2014 18:11,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,2,3,6,5,2,5,5,3,3,5,4,1,4,1,4,3,1,187,37,73,1,39,,,,,,,
R_3w4qscMaYDA0z5j,Default Response Set,,,,,0,6/27/2014 18:10,6/27/2014 18:14,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,5,6,6,6,5,5,5,5,6,5,6,6,5,6,6,3,,,,,,,,,,,,,,,,,,,,1,187,33,62,1,38,,,,,,,
R_6AaK78VCgQBeH4N,Default Response Set,,,,,0,6/27/2014 18:03,6/27/2014 18:15,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,6,5,5,5,5,5,4,3,5,5,5,5,4,3,1,187,59,88,1,44,,,,,,,
R_9TbCbDKrDQqm7Pf,Default Response Set,,,,,0,6/27/2014 18:13,6/27/2014 18:16,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,2,5,7,6,7,5,6,3,6,6,6,6,6,5,5,2,,,,,,,,,,,,,,,,,,,,1,187,39,71,1,39,,,,,,,
R_9n2hZ6P9SxwRAa1,Default Response Set,,,,,0,6/27/2014 18:13,6/27/2014 18:16,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,1,187,-99,-99,1,-99,,,,,,,
R_da6B2aTYFnF23hH,Default Response Set,,,,,0,6/27/2014 18:11,6/27/2014 18:17,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,2,3,4,5,4,4,4,6,6,5,4,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,1,187,64,94,1,39,,,,,,,
R_ekEPpBBKUAAtKnj,Default Response Set,,,,,0,6/27/2014 18:12,6/27/2014 18:18,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,7,7,7,6,6,7,2,3,5,7,6,7,6,4,5,,,,,,,,,,,,,,,,,,,,1,187,51,81,2,38,,,,,,,
R_37wKtvvnGI4kjbv,Default Response Set,,,,,0,6/27/2014 13:10,6/27/2014 18:21,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,4,6,6,6,7,2,6,6,4,2,2,6,6,1,4,2,2,1,78,67,96,1,44,,,,,,,
R_5ool7o6KtQVu5rT,Default Response Set,,,,,0,6/27/2014 18:24,6/27/2014 18:25,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eYitVHiuZnRf6st,Default Response Set,,,,,0,6/27/2014 18:28,6/27/2014 18:31,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,7,5,6,4,5,6,1,1,5,6,1,6,2,4,1,1,187,57,93,1,38,,,,,,,
R_dbS2rkWJGGRK06x,Default Response Set,,,,,0,6/27/2014 18:27,6/27/2014 18:34,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,6,6,6,6,6,6,5,5,5,6,6,6,5,5,3,,,,,,,,,,,,,,,,,,,,1,187,37,65,2,41,,,,,,,
R_cO4Rx9yQPs7UowB,Default Response Set,,,,,0,6/27/2014 15:37,6/27/2014 18:35,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,2,4,5,2,3,4,5,4,5,4,4,2,2,2,4,2,1,61,40,69,1,39,,,,,,,
R_5t1zbVYNgsVVpxb,Default Response Set,,,,,0,6/27/2014 18:32,6/27/2014 18:37,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,6,6,6,3,6,5,6,3,4,3,6,3,6,3,5,5,,,,,,,,,,,,,,,,,,,,1,65,38,71,1,41,,,,,,,
R_6tlmRctjjXubA9f,Default Response Set,,,,,0,6/27/2014 18:33,6/27/2014 18:38,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,3,6,7,7,6,6,7,5,5,6,7,7,6,3,4,2,,,,,,,,,,,,,,,,,,,,1,187,51,79,2,43,,,,,,,
R_7QjWOd4KfylCnhr,Default Response Set,,,,,0,6/27/2014 18:37,6/27/2014 18:41,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,6,6,2,3,6,2,6,6,5,3,2,2,2,2,2,4,2,1,48,57,92,1,39,,,,,,,
R_8wRKy1qyiu8kMo5,Default Response Set,,,,,0,6/27/2014 18:38,6/27/2014 18:41,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,3,6,5,5,6,6,6,4,5,4,7,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,42,71,1,43,,,,,,,
R_bsKizEKpA7VcLvD,Default Response Set,,,,,0,6/27/2014 18:50,6/27/2014 18:55,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,2,6,6,2,6,6,5,5,2,5,3,4,4,3,2,1,187,38,67,1,39,,,,,,,
R_0jogYiePxM6EuVf,Default Response Set,,,,,0,6/27/2014 18:55,6/27/2014 18:58,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,2,6,5,5,3,5,7,5,3,3,5,5,5,5,5,2,1,187,51,80,1,43,,,,,,,
R_a3pFBxJhfIsdlEp,Default Response Set,,,,,0,6/27/2014 18:59,6/27/2014 19:04,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,6,5,5,6,6,6,3,5,5,6,4,4,7,6,3,,,,,,,,,,,,,,,,,,,,1,187,42,69,1,38,,,,,,,
R_esXFK2RzV02zSDz,Default Response Set,,,,,0,6/27/2014 19:04,6/27/2014 19:05,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3UYMzOoZB2PXdFX,Default Response Set,,,,,0,6/27/2014 19:04,6/27/2014 19:09,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,5,5,5,5,4,4,3,4,5,5,5,5,4,3,1,24,43,72,1,39,,,,,,,
R_7NVNlqcgx6yPMih,Default Response Set,,,,,0,6/27/2014 19:03,6/27/2014 19:10,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,2,5,5,5,6,6,5,5,2,2,2,7,6,6,6,5,5,,,,,,,,,,,,,,,,,,,,1,24,36,70,2,39,,,,,,,
R_3rQybHmeQMEKWOx,Default Response Set,,,,,0,6/27/2014 19:17,6/27/2014 19:18,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9N2RGuxy6CQDn4p,Default Response Set,,,,,0,6/27/2014 19:21,6/27/2014 19:22,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_42xm4PGFnzRvTO5,Default Response Set,,,,,0,6/27/2014 19:20,6/27/2014 19:23,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cvGUiLwoXbdeKUJ,Default Response Set,,,,,0,6/27/2014 19:24,6/27/2014 19:29,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,4,6,4,6,6,5,5,4,5,5,6,6,7,4,1,1,1,187,50,80,1,44,,,,,,,
R_9AJeU6Aard400V7,Default Response Set,,,,,0,6/27/2014 19:30,6/27/2014 19:35,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,7,6,6,1,6,2,6,6,6,7,7,7,2,6,2,,,,,,,,,,,,,,,,,,,,1,187,42,74,1,41,,,,,,,
R_b8ASIDA8RqjlnlX,Default Response Set,,,,,0,6/27/2014 19:23,6/27/2014 19:36,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,3,7,6,6,6,6,6,5,5,2,7,7,7,3,3,1,,,,,,,,,,,,,,,,,,,,1,187,50,79,1,44,,,,,,,
R_6llXb92X7g7Q2cR,Default Response Set,,,,,0,6/27/2014 19:40,6/27/2014 19:41,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8HUf4XR88ahUlfL,Default Response Set,,,,,0,6/27/2014 19:42,6/27/2014 19:45,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,3,6,7,6,6,6,6,6,5,6,7,7,7,6,5,3,,,,,,,,,,,,,,,,,,,,1,187,52,86,1,40,,,,,,,
R_a9x3xUJHyWR9dhr,Default Response Set,,,,,0,6/27/2014 19:34,6/27/2014 19:45,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,4,5,5,4,5,1,5,4,4,3,4,2,4,2,1,31,58,84,1,38,,,,,,,
R_d0SiaPCU9aXmxzT,Default Response Set,,,,,0,6/27/2014 19:55,6/27/2014 20:00,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,4,5,3,6,5,5,5,5,5,4,3,1,31,49,83,1,42,,,,,,,
R_cBF8zC1rMTLO7S5,Default Response Set,,,,,0,6/27/2014 19:59,6/27/2014 20:02,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,3,4,5,3,5,4,4,3,3,3,4,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,1,187,48,82,2,41,,,,,,,
R_0izk2aBkUkcthDD,Default Response Set,,,,,0,6/27/2014 19:38,6/27/2014 20:03,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,6,6,5,6,5,3,3,3,6,5,3,5,5,2,1,187,49,80,1,42,,,,,,,
R_abimFwjxSGCSzdj,Default Response Set,,,,,0,6/27/2014 20:02,6/27/2014 20:07,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,5,5,3,5,5,2,5,5,5,5,6,6,3,2,1,187,56,92,1,38,,,,,,,
R_aUVpuxb9VbZDpo9,Default Response Set,,,,,0,6/27/2014 20:01,6/27/2014 20:09,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,3,5,5,5,5,5,3,3,4,4,4,5,3,5,3,3,3,,,,,,,,,,,,,,,,,,,,1,187,57,85,2,38,,,,,,,
R_8vIGFfAZgAyGuVv,Default Response Set,,,,,0,6/27/2014 20:08,6/27/2014 20:09,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ukF9JDjn0Xgn1H,Default Response Set,,,,,0,6/27/2014 20:06,6/27/2014 20:11,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,5,2,2,6,5,2,6,6,2,2,2,6,6,6,6,6,2,1,24,41,73,1,40,,,,,,,
R_0HYjgrXolTEE0n3,Default Response Set,,,,,0,6/27/2014 20:17,6/27/2014 20:17,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6rnQGqeFo5XGcrX,Default Response Set,,,,,0,6/27/2014 20:20,6/27/2014 20:24,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,7,3,1,1,4,7,6,6,1,5,1,7,7,7,7,7,5,1,91,44,73,1,42,,,,,,,
R_1NWlCJh2v34Qfkx,Default Response Set,,,,,0,6/27/2014 20:21,6/27/2014 20:24,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,7,6,7,6,5,5,4,4,4,6,4,7,3,5,5,,,,,,,,,,,,,,,,,,,,1,187,65,95,1,39,,,,,,,
R_cGaqAxt7xT8CpQ9,Default Response Set,,,,,0,6/27/2014 20:21,6/27/2014 20:28,1,Scientists,,Scientists_Scientists,1,1,,2,,1,6,6,3,7,6,5,5,6,6,5,4,5,7,7,7,6,7,3,,,,,,,,,,,,,,,,,,,,1,67,60,1,1,44,,,,,,,
R_2atKVkqap8fEZ1j,Default Response Set,,,,,0,6/27/2014 14:34,6/27/2014 20:30,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,5,5,5,5,2,5,3,3,5,5,2,4,3,2,2,2,1,187,41,72,1,41,,,,,,,
R_eJ5GmMGD9qErYS9,Default Response Set,,,,,0,6/27/2014 20:28,6/27/2014 20:31,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,2,3,6,5,6,5,6,5,7,3,5,7,3,7,3,5,3,,,,,,,,,,,,,,,,,,,,1,187,32,82,2,39,,,,,,,
R_bOs9QlVogWQXMu9,Default Response Set,,,,,0,6/27/2014 20:29,6/27/2014 20:33,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,1,6,5,5,5,3,5,5,4,3,4,3,4,3,3,2,1,187,38,92,1,43,,,,,,,
R_7NZ2uNJebXr3u7j,Default Response Set,,,,,0,6/27/2014 20:31,6/27/2014 20:34,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,6,6,6,6,6,7,7,6,6,5,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,187,31,57,2,44,,,,,,,
R_8crrLGLncmmtjE1,Default Response Set,,,,,0,6/27/2014 20:30,6/27/2014 20:34,1,Scientists,,Scientists_Educated,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,6,5,5,6,5,4,5,4,6,7,6,6,3,3,1,187,27,79,2,43,,,,,,,
R_7PS23obs6pvz7g1,Default Response Set,,,,,0,6/27/2014 20:40,6/27/2014 20:43,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,2,6,5,5,4,4,6,5,5,5,5,4,6,3,4,4,,,,,,,,,,,,,,,,,,,,1,187,59,86,2,39,,,,,,,
R_57GfN4CCb7aFajX,Default Response Set,,,,,0,6/27/2014 20:50,6/27/2014 20:51,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7QhPlt2aZFqu5ud,Default Response Set,,,,,0,6/27/2014 20:06,6/27/2014 20:56,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Q646q4AoylC15r,Default Response Set,,,,,0,6/27/2014 20:59,6/27/2014 21:01,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,3,1,7,5,5,4,3,3,5,5,5,5,2,4,4,4,1,,,,,,,,,,,,,,,,,,,,1,187,55,82,1,38,,,,,,,
R_86TxPv3tl8UkYvz,Default Response Set,,,,,0,6/27/2014 21:01,6/27/2014 21:01,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1UoDc6e6JA7ohTL,Default Response Set,,,,,0,6/27/2014 21:03,6/27/2014 21:08,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,5,5,5,5,5,5,5,4,5,6,6,7,6,4,1,1,187,33,61,1,43,,,,,,,
R_0Gm891WMlEjifpb,Default Response Set,,,,,0,6/27/2014 21:07,6/27/2014 21:08,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9yiFkfc5UI5nw4B,Default Response Set,,,,,0,6/27/2014 21:04,6/27/2014 21:08,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,5,3,5,4,4,5,5,6,2,5,4,5,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,1,24,61,92,1,43,,,,,,,
R_0dYI65gkb532085,Default Response Set,,,,,0,6/27/2014 21:08,6/27/2014 21:13,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,6,6,5,6,3,6,6,5,4,4,7,6,7,4,5,3,,,,,,,,,,,,,,,,,,,,1,187,33,71,1,39,,,,,,,
R_cMcXAFSdt7FTBAN,Default Response Set,,,,,0,6/27/2014 21:29,6/27/2014 21:29,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DkCNOARuTnaxTv,Default Response Set,,,,,0,6/27/2014 21:27,6/27/2014 21:30,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,2,6,6,6,6,6,5,3,4,4,6,6,6,5,4,3,1,187,35,70,2,38,,,,,,,
R_88SfVMvNGLECBxP,Default Response Set,,,,,0,6/27/2014 9:50,6/27/2014 21:39,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,5,5,5,5,3,5,6,4,4,4,4,5,5,3,5,2,,,,,,,,,,,,,,,,,,,,1,187,62,90,1,43,,,,,,,
R_5d5gfZeql9H01md,Default Response Set,,,,,0,6/27/2014 21:25,6/27/2014 21:54,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,2,3,2,4,6,6,3,2,3,1,1,1,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,1,111,43,75,1,38,,,,,,,
R_0TzCdlDKFC1BfLL,Default Response Set,,,,,0,6/27/2014 22:01,6/27/2014 22:01,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ujhZXokkcdAFut,Default Response Set,,,,,0,6/27/2014 21:58,6/27/2014 22:02,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eCLhUIsI0JZgai1,Default Response Set,,,,,0,6/27/2014 22:13,6/27/2014 22:17,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,5,5,5,5,5,4,2,5,6,4,5,5,4,3,1,187,44,75,1,39,,,,,,,
R_5iQl0hwOVIrxuq9,Default Response Set,,,,,0,6/27/2014 22:19,6/27/2014 22:21,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,3,2,5,5,6,5,5,5,5,5,6,4,3,4,2,3,2,1,187,57,90,1,39,,,,,,,
R_8cfsAJRqAIuJf01,Default Response Set,,,,,0,6/27/2014 22:16,6/27/2014 22:22,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,4,6,6,5,5,6,6,5,6,5,6,6,6,5,4,2,,,,,,,,,,,,,,,,,,,,1,31,61,90,1,39,,,,,,,
R_bQ6PaK8EBKNfMXj,Default Response Set,,,,,0,6/27/2014 22:23,6/27/2014 22:24,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6fcyqU2jrpvFcGh,Default Response Set,,,,,0,6/27/2014 22:28,6/27/2014 22:33,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,6,5,5,6,6,6,3,5,4,6,5,6,4,5,5,,,,,,,,,,,,,,,,,,,,1,187,28,57,1,42,,,,,,,
R_6y7nLrLCqTDNOER,Default Response Set,,,,,0,6/27/2014 10:29,6/27/2014 22:33,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6RMFla2bqJ8jSS1,Default Response Set,,,,,0,6/27/2014 22:39,6/27/2014 22:42,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,5,5,6,6,6,6,6,4,5,4,6,7,6,7,5,4,,,,,,,,,,,,,,,,,,,,1,187,36,78,1,38,,,,,,,
R_eKwGqh6u5sTWMtf,Default Response Set,,,,,0,6/27/2014 18:55,6/27/2014 22:45,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,7,6,6,6,4,6,1,4,5,6,7,6,6,6,5,,,,,,,,,,,,,,,,,,,,1,111,54,90,1,38,,,,,,,
R_dd0RfzHhBA0TsSF,Default Response Set,,,,,0,6/27/2014 22:46,6/27/2014 22:47,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2f3r3wEQ1RcK7xH,Default Response Set,,,,,0,6/27/2014 22:36,6/27/2014 23:00,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,5,5,6,5,5,5,4,6,4,5,3,3,3,1,187,59,92,1,38,,,,,,,
R_bmAZUKfZsbqQfZj,Default Response Set,,,,,0,6/27/2014 23:08,6/27/2014 23:25,1,Scientists,,Scientists_Educated,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,5,5,6,5,6,4,3,4,5,5,5,5,6,5,1,65,22,48,1,44,,,,,,,
R_3eK4KJdC2Xp9kPz,Default Response Set,,,,,0,6/27/2014 23:26,6/27/2014 23:27,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8Gt1ApgrrZLoMM5,Default Response Set,,,,,0,6/27/2014 23:29,6/27/2014 23:29,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a3k06eYBHX4TSsJ,Default Response Set,,,,,0,6/27/2014 23:40,6/27/2014 23:40,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5svwDVQ0HgVgF37,Default Response Set,,,,,0,6/27/2014 23:47,6/27/2014 23:57,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,3,2,6,7,5,7,7,6,2,2,3,6,6,6,4,4,5,1,187,63,92,1,39,,,,,,,
R_ezzvURdQYfrxFQN,Default Response Set,,,,,0,6/27/2014 20:38,6/28/2014 0:01,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,5,6,6,5,5,5,2,5,4,7,1,7,7,2,2,1,84,57,93,1,42,,,,,,,
R_6QNnQPq09PWsx0h,Default Response Set,,,,,0,6/28/2014 0:03,6/28/2014 0:06,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,5,6,6,6,5,6,5,5,4,6,6,6,6,6,5,4,,,,,,,,,,,,,,,,,,,,1,187,48,90,2,44,,,,,,,
R_3UzbvRw7ZBWIz5j,Default Response Set,,,,,0,6/28/2014 0:03,6/28/2014 0:09,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,6,5,4,5,4,2,4,4,2,4,2,4,2,1,187,25,54,1,38,,,,,,,
R_5p3e5YShJuEvUEt,Default Response Set,,,,,0,6/28/2014 0:11,6/28/2014 0:14,1,Scientists,,Scientists_Scientists,1,1,,1,2,1,2,4,2,6,4,4,5,5,5,5,5,5,4,4,6,3,4,1,,,,,,,,,,,,,,,,,,,,1,187,20,45,2,39,,,,,,,
R_6A0jBLPAzQZL9Hf,Default Response Set,,,,,0,6/27/2014 23:47,6/28/2014 0:15,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,6,4,7,7,3,6,2,5,3,6,6,5,5,4,6,,,,,,,,,,,,,,,,,,,,1,187,39,76,1,39,,,,,,,
R_aVuYEpeXUhVd2M5,Default Response Set,,,,,0,6/28/2014 0:22,6/28/2014 0:40,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,1,2,5,5,2,4,2,6,5,3,6,5,4,3,3,1,1,187,55,88,1,41,,,,,,,
R_3WwatzJFlxtAYkt,Default Response Set,,,,,0,6/28/2014 0:56,6/28/2014 1:04,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,4,5,6,4,5,3,3,3,5,5,4,4,2,2,3,1,187,41,75,2,43,,,,,,,
R_a9MZ328t2B1ox8h,Default Response Set,,,,,0,6/28/2014 1:10,6/28/2014 1:10,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b8jIzgxj2m6XKYJ,Default Response Set,,,,,0,6/28/2014 1:23,6/28/2014 1:26,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,7,6,6,6,7,7,6,7,2,4,4,6,6,7,6,6,6,,,,,,,,,,,,,,,,,,,,1,187,53,76,2,39,,,,,,,
R_6hS4ccUrcjK9sBn,Default Response Set,,,,,0,6/28/2014 3:26,6/28/2014 3:36,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,5,1,4,6,7,7,6,1,1,3,2,4,7,3,4,3,2,,,,,,,,,,,,,,,,,,,,1,36,54,82,2,38,,,,,,,
R_bknogCuSLtf3WXb,Default Response Set,,,,,0,6/28/2014 3:35,6/28/2014 3:43,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,6,6,5,5,4,4,3,5,5,5,4,3,4,1,187,61,91,1,39,,,,,,,
R_etfC79lv5BoPcRD,Default Response Set,,,,,0,6/28/2014 4:01,6/28/2014 4:08,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,4,5,5,5,6,6,5,3,4,6,5,6,3,3,3,,,,,,,,,,,,,,,,,,,,1,187,39,73,1,38,,,,,,,
